invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,total_sales
I214051,C156182,Male,25,Toys,2,71.68,Credit Card,2021-01-07,143.36
I259330,C864007,Female,43,Food & Beverage,3,15.69,Cash,2022-03-26,47.07
I774703,C221276,Female,19,Cosmetics,3,121.98,Cash,2021-07-29,365.94
I262237,C790440,Female,33,Toys,5,179.2,Debit Card,2021-08-09,896.0
I145206,C329890,Female,35,Food & Beverage,4,20.92,Credit Card,2022-05-06,83.68
I315304,C185952,Female,46,Books,3,45.45,Cash,2021-02-01,136.35000000000002
I272613,C386545,Male,63,Clothing,2,600.16,Credit Card,2023-02-27,1200.32
I328975,C167026,Female,46,Shoes,4,2400.68,Debit Card,2022-08-25,9602.72
I810897,C116571,Female,37,Cosmetics,1,40.66,Credit Card,2022-12-03,40.66
I664214,C303243,Female,40,Technology,1,1050.0,Cash,2022-08-28,1050.0
I273872,C349509,Male,39,Clothing,1,300.08,Credit Card,2021-01-12,300.08
I219095,C308408,Male,57,Clothing,2,600.16,Credit Card,2021-01-03,1200.32
I220623,C690514,Female,53,Shoes,4,2400.68,Credit Card,2021-10-09,9602.72
I122558,C170312,Female,33,Food & Beverage,1,5.23,Credit Card,2022-03-12,5.23
I149779,C176355,Male,35,Shoes,4,2400.68,Credit Card,2022-04-21,9602.72
I337877,C162198,Female,58,Food & Beverage,2,10.46,Debit Card,2021-05-09,20.92
I140999,C748961,Female,20,Souvenir,3,35.19,Credit Card,2022-01-30,105.57
I796890,C165098,Male,34,Food & Beverage,5,26.15,Credit Card,2022-03-07,130.75
I870745,C247836,Male,58,Clothing,2,600.16,Cash,2021-11-11,1200.32
I242521,C929192,Female,67,Clothing,1,300.08,Cash,2021-03-26,300.08
I188710,C210969,Male,39,Clothing,4,1200.32,Cash,2022-06-28,4801.28
I856041,C109754,Male,56,Clothing,2,600.16,Cash,2021-01-11,1200.32
I141803,C211303,Female,30,Technology,4,4200.0,Cash,2021-03-01,16800.0
I241539,C848121,Female,25,Souvenir,2,23.46,Debit Card,2021-01-15,46.92
I897721,C686303,Female,49,Cosmetics,3,121.98,Cash,2021-12-23,365.94
I977498,C261214,Male,37,Food & Beverage,3,15.69,Credit Card,2022-07-21,47.07
I328138,C168853,Male,33,Souvenir,1,11.73,Cash,2022-08-28,11.73
I150004,C166864,Female,26,Cosmetics,3,121.98,Debit Card,2022-09-16,365.94
I263215,C199258,Female,23,Clothing,5,1500.4,Cash,2022-02-19,7502.0
I539875,C321777,Female,39,Shoes,2,1200.34,Cash,2022-01-28,2400.68
I145015,C903274,Male,23,Shoes,2,1200.34,Debit Card,2021-05-23,2400.68
I328287,C327878,Female,41,Toys,1,35.84,Credit Card,2023-02-27,35.84
I349401,C154476,Male,60,Cosmetics,3,121.98,Debit Card,2021-08-21,365.94
I336264,C179027,Male,23,Books,4,60.6,Credit Card,2021-11-19,242.4
I243657,C555723,Male,67,Cosmetics,3,121.98,Cash,2022-07-22,365.94
I683967,C269748,Male,36,Clothing,3,900.24,Credit Card,2021-08-18,2700.7200000000003
I138643,C139680,Male,27,Toys,2,71.68,Cash,2021-01-16,143.36
I161060,C169897,Male,43,Clothing,1,300.08,Credit Card,2022-08-06,300.08
I174647,C306028,Male,38,Souvenir,2,23.46,Cash,2021-11-05,46.92
I430262,C390273,Female,30,Clothing,1,300.08,Cash,2021-01-03,300.08
I440267,C214517,Female,48,Clothing,1,300.08,Cash,2022-09-30,300.08
I872961,C102060,Male,68,Clothing,4,1200.32,Debit Card,2022-01-06,4801.28
I337142,C251350,Male,20,Shoes,5,3000.85,Cash,2021-12-30,15004.25
I671419,C199834,Female,33,Shoes,2,1200.34,Cash,2022-02-04,2400.68
I132572,C213417,Female,64,Cosmetics,4,162.64,Cash,2023-01-25,650.56
I629993,C215508,Female,62,Clothing,2,600.16,Debit Card,2021-12-12,1200.32
I186004,C203531,Female,63,Toys,2,71.68,Cash,2021-01-30,143.36
I574309,C242311,Female,27,Toys,4,143.36,Cash,2021-07-04,573.44
I238206,C818453,Female,27,Shoes,1,600.17,Cash,2022-07-05,600.17
I254404,C206943,Male,39,Shoes,3,1800.51,Debit Card,2022-04-05,5401.53
I220571,C236261,Male,22,Clothing,2,600.16,Cash,2022-06-01,1200.32
I948778,C259916,Male,55,Toys,3,107.52,Cash,2022-01-18,322.56
I126370,C169790,Female,49,Clothing,2,600.16,Debit Card,2022-08-02,1200.32
I520335,C324464,Male,37,Clothing,3,900.24,Cash,2022-09-12,2700.7200000000003
I141647,C292433,Male,25,Food & Beverage,1,5.23,Cash,2021-01-24,5.23
I985872,C316101,Female,29,Food & Beverage,2,10.46,Credit Card,2022-06-25,20.92
I121547,C125570,Male,56,Food & Beverage,5,26.15,Cash,2021-10-16,130.75
I118048,C161391,Male,58,Books,4,60.6,Cash,2022-03-23,242.4
I245232,C270565,Female,26,Clothing,2,600.16,Cash,2022-11-17,1200.32
I274635,C320814,Female,47,Clothing,4,1200.32,Cash,2021-09-17,4801.28
I320950,C374356,Male,59,Cosmetics,1,40.66,Credit Card,2022-10-23,40.66
I129370,C972550,Male,31,Food & Beverage,3,15.69,Debit Card,2021-12-16,47.07
I135905,C152611,Female,26,Clothing,1,300.08,Cash,2022-12-08,300.08
I112297,C218364,Female,48,Clothing,4,1200.32,Credit Card,2023-02-15,4801.28
I160594,C314323,Female,48,Souvenir,3,35.19,Credit Card,2021-06-18,105.57
I615624,C751912,Male,24,Food & Beverage,5,26.15,Cash,2021-10-10,130.75
I645068,C237298,Female,65,Toys,5,179.2,Credit Card,2022-08-22,896.0
I320319,C287341,Female,55,Clothing,1,300.08,Cash,2021-12-24,300.08
I113270,C181913,Female,40,Food & Beverage,4,20.92,Debit Card,2021-09-02,83.68
I299106,C182535,Male,23,Clothing,4,1200.32,Credit Card,2022-08-15,4801.28
I827472,C102277,Female,32,Food & Beverage,2,10.46,Cash,2021-01-16,20.92
I238560,C119105,Female,26,Cosmetics,3,121.98,Cash,2021-03-26,365.94
I332611,C227648,Female,34,Souvenir,1,11.73,Cash,2021-11-24,11.73
I783998,C267766,Male,47,Souvenir,3,35.19,Debit Card,2021-02-12,105.57
I113021,C335659,Male,63,Clothing,5,1500.4,Cash,2022-02-24,7502.0
I632741,C436842,Female,61,Shoes,2,1200.34,Debit Card,2021-02-23,2400.68
I560143,C321144,Male,39,Clothing,4,1200.32,Cash,2022-12-26,4801.28
I868635,C213645,Female,43,Food & Beverage,5,26.15,Debit Card,2021-11-02,130.75
I297225,C328467,Female,21,Clothing,4,1200.32,Credit Card,2022-12-02,4801.28
I212654,C204418,Female,38,Clothing,2,600.16,Debit Card,2022-02-18,1200.32
I150405,C221677,Female,47,Clothing,3,900.24,Cash,2022-07-08,2700.7200000000003
I327514,C303310,Male,48,Clothing,3,900.24,Cash,2021-05-08,2700.7200000000003
I801989,C270506,Female,30,Clothing,3,900.24,Debit Card,2022-07-31,2700.7200000000003
I164417,C296109,Male,43,Clothing,4,1200.32,Cash,2023-03-01,4801.28
I328137,C684304,Female,52,Toys,1,35.84,Cash,2023-01-02,35.84
I196280,C729587,Female,37,Food & Beverage,4,20.92,Cash,2022-02-13,83.68
I302595,C269707,Male,59,Clothing,1,300.08,Credit Card,2021-01-14,300.08
I114022,C151160,Male,58,Clothing,4,1200.32,Credit Card,2022-08-10,4801.28
I209941,C259416,Male,18,Clothing,2,600.16,Cash,2022-08-29,1200.32
I324607,C347794,Male,28,Clothing,5,1500.4,Cash,2022-05-06,7502.0
I179219,C320876,Male,60,Clothing,3,900.24,Cash,2022-09-24,2700.7200000000003
I936140,C872708,Male,21,Clothing,3,900.24,Cash,2021-11-06,2700.7200000000003
I320743,C216757,Female,29,Cosmetics,2,81.32,Debit Card,2023-01-29,162.64
I284055,C207209,Male,41,Clothing,3,900.24,Credit Card,2023-01-08,2700.7200000000003
I237342,C251120,Female,41,Cosmetics,4,162.64,Credit Card,2023-02-19,650.56
I554630,C596323,Male,69,Cosmetics,5,203.3,Credit Card,2022-12-12,1016.5
I336711,C157815,Female,43,Food & Beverage,1,5.23,Credit Card,2022-06-20,5.23
I403690,C246114,Female,24,Clothing,2,600.16,Credit Card,2023-02-06,1200.32
I218449,C383298,Female,25,Shoes,3,1800.51,Credit Card,2022-07-14,5401.53
I318280,C163474,Male,29,Souvenir,4,46.92,Credit Card,2022-11-24,187.68
I904042,C268848,Male,22,Toys,4,143.36,Credit Card,2022-10-15,573.44
I173728,C551083,Male,65,Clothing,2,600.16,Cash,2021-09-27,1200.32
I301824,C324458,Male,43,Shoes,4,2400.68,Debit Card,2022-12-30,9602.72
I302183,C150883,Male,63,Clothing,1,300.08,Credit Card,2021-09-25,300.08
I100835,C259176,Female,43,Clothing,5,1500.4,Debit Card,2022-08-27,7502.0
I103026,C142823,Female,64,Shoes,1,600.17,Cash,2021-10-21,600.17
I135088,C328196,Male,22,Shoes,3,1800.51,Credit Card,2023-01-25,5401.53
I324068,C218566,Female,21,Clothing,4,1200.32,Credit Card,2022-02-24,4801.28
I296361,C972981,Female,63,Toys,1,35.84,Cash,2021-01-19,35.84
I168081,C168426,Female,36,Food & Beverage,3,15.69,Cash,2021-01-25,47.07
I134526,C177194,Male,67,Clothing,1,300.08,Credit Card,2021-08-16,300.08
I247918,C291898,Male,58,Cosmetics,5,203.3,Cash,2021-08-19,1016.5
I157963,C226995,Female,20,Toys,3,107.52,Debit Card,2022-07-21,322.56
I298452,C247731,Female,54,Food & Beverage,5,26.15,Cash,2022-11-03,130.75
I329455,C644186,Female,32,Clothing,1,300.08,Cash,2022-04-10,300.08
I107500,C233165,Male,47,Clothing,5,1500.4,Credit Card,2021-03-16,7502.0
I176044,C109820,Male,39,Food & Beverage,3,15.69,Credit Card,2022-12-02,47.07
I161120,C219917,Female,34,Food & Beverage,3,15.69,Debit Card,2021-05-25,47.07
I154718,C258736,Male,57,Clothing,2,600.16,Credit Card,2022-01-11,1200.32
I199309,C320106,Male,33,Toys,1,35.84,Cash,2021-09-23,35.84
I244979,C173847,Female,33,Food & Beverage,3,15.69,Cash,2022-09-19,47.07
I251319,C337524,Male,46,Cosmetics,3,121.98,Debit Card,2022-10-07,365.94
I281266,C192850,Male,42,Cosmetics,4,162.64,Cash,2022-08-08,650.56
I282777,C297332,Female,40,Toys,1,35.84,Cash,2022-12-14,35.84
I817134,C228833,Female,67,Food & Beverage,1,5.23,Cash,2021-07-03,5.23
I160163,C205772,Male,34,Clothing,5,1500.4,Credit Card,2021-12-16,7502.0
I292571,C370575,Female,43,Clothing,5,1500.4,Cash,2021-03-06,7502.0
I263732,C334291,Female,22,Cosmetics,2,81.32,Cash,2022-01-02,162.64
I648629,C128715,Male,29,Cosmetics,3,121.98,Credit Card,2021-09-30,365.94
I146896,C166841,Male,21,Clothing,3,900.24,Cash,2022-12-06,2700.7200000000003
I350068,C643332,Female,25,Shoes,2,1200.34,Credit Card,2023-03-03,2400.68
I662180,C160803,Female,20,Cosmetics,1,40.66,Credit Card,2022-02-19,40.66
I192172,C201409,Female,26,Food & Beverage,4,20.92,Cash,2021-05-27,83.68
I156320,C334064,Male,31,Cosmetics,5,203.3,Credit Card,2022-11-04,1016.5
I379485,C139065,Male,41,Technology,4,4200.0,Cash,2021-05-14,16800.0
I400476,C121181,Male,40,Cosmetics,1,40.66,Cash,2021-07-09,40.66
I158141,C627397,Male,69,Toys,2,71.68,Cash,2022-05-26,143.36
I201663,C829234,Female,67,Toys,5,179.2,Cash,2023-03-05,896.0
I160693,C326856,Female,21,Shoes,4,2400.68,Credit Card,2021-02-26,9602.72
I771145,C940425,Male,44,Clothing,2,600.16,Cash,2021-08-05,1200.32
I197877,C593773,Male,58,Clothing,1,300.08,Debit Card,2021-10-11,300.08
I255690,C150008,Female,29,Clothing,1,300.08,Credit Card,2021-07-16,300.08
I281948,C163852,Female,24,Cosmetics,4,162.64,Cash,2021-10-28,650.56
I155519,C223302,Male,50,Technology,3,3150.0,Cash,2021-11-01,9450.0
I222385,C187479,Female,66,Food & Beverage,1,5.23,Credit Card,2022-03-03,5.23
I222031,C187424,Female,26,Clothing,1,300.08,Credit Card,2021-12-06,300.08
I279014,C126254,Female,33,Shoes,3,1800.51,Credit Card,2021-05-05,5401.53
I284211,C150146,Female,22,Technology,3,3150.0,Cash,2021-05-04,9450.0
I826608,C219940,Male,41,Food & Beverage,2,10.46,Cash,2022-11-02,20.92
I240031,C113472,Female,28,Food & Beverage,3,15.69,Credit Card,2023-01-21,47.07
I140680,C137734,Female,66,Cosmetics,2,81.32,Cash,2023-01-29,162.64
I167956,C320209,Female,26,Cosmetics,3,121.98,Credit Card,2022-12-09,365.94
I650728,C104925,Female,23,Shoes,2,1200.34,Debit Card,2021-04-04,2400.68
I148617,C205893,Female,32,Clothing,1,300.08,Cash,2021-01-31,300.08
I273887,C498141,Female,18,Cosmetics,1,40.66,Cash,2022-09-09,40.66
I168497,C142374,Female,27,Shoes,1,600.17,Cash,2022-06-13,600.17
I203822,C120546,Male,30,Cosmetics,3,121.98,Credit Card,2022-04-05,365.94
I112186,C762187,Female,24,Souvenir,4,46.92,Credit Card,2022-09-23,187.68
I114230,C334674,Female,34,Shoes,3,1800.51,Cash,2021-08-26,5401.53
I757908,C197404,Female,51,Clothing,3,900.24,Debit Card,2022-04-16,2700.7200000000003
I930854,C301432,Female,68,Cosmetics,2,81.32,Debit Card,2021-09-09,162.64
I288915,C329776,Male,54,Food & Beverage,1,5.23,Cash,2021-11-27,5.23
I296852,C247377,Male,65,Cosmetics,4,162.64,Debit Card,2022-04-14,650.56
I107663,C520997,Female,62,Clothing,5,1500.4,Cash,2021-01-20,7502.0
I143778,C232522,Female,19,Toys,1,35.84,Debit Card,2022-01-13,35.84
I299674,C207585,Female,47,Shoes,2,1200.34,Credit Card,2021-05-22,2400.68
I210911,C266415,Female,58,Food & Beverage,3,15.69,Credit Card,2021-12-09,47.07
I328591,C322046,Male,29,Cosmetics,3,121.98,Credit Card,2021-12-16,365.94
I289633,C153281,Male,57,Books,3,45.45,Cash,2023-01-28,136.35000000000002
I161550,C244706,Female,40,Technology,1,1050.0,Debit Card,2022-11-29,1050.0
I154519,C260719,Female,46,Cosmetics,4,162.64,Credit Card,2022-12-05,650.56
I239245,C236423,Female,69,Food & Beverage,3,15.69,Cash,2021-07-30,47.07
I195632,C115729,Female,50,Cosmetics,4,162.64,Cash,2021-07-15,650.56
I210685,C381469,Female,50,Food & Beverage,3,15.69,Debit Card,2021-04-20,47.07
I330419,C104318,Female,50,Souvenir,3,35.19,Cash,2022-08-05,105.57
I333914,C265578,Female,25,Clothing,3,900.24,Credit Card,2021-04-01,2700.7200000000003
I278989,C324263,Male,22,Clothing,3,900.24,Debit Card,2022-05-10,2700.7200000000003
I262953,C172950,Female,67,Cosmetics,1,40.66,Credit Card,2022-10-11,40.66
I287207,C325668,Female,51,Clothing,3,900.24,Debit Card,2022-07-31,2700.7200000000003
I201805,C329257,Male,27,Shoes,5,3000.85,Credit Card,2021-10-01,15004.25
I211668,C326584,Female,45,Clothing,1,300.08,Credit Card,2021-09-09,300.08
I895041,C357277,Female,24,Books,5,75.75,Credit Card,2021-01-19,378.75
I154353,C293507,Male,52,Food & Beverage,5,26.15,Cash,2021-04-11,130.75
I126542,C235684,Female,24,Food & Beverage,5,26.15,Cash,2021-02-04,130.75
I316588,C306748,Female,34,Food & Beverage,5,26.15,Credit Card,2021-01-22,130.75
I316592,C768345,Male,32,Cosmetics,5,203.3,Credit Card,2021-07-22,1016.5
I297521,C276786,Male,18,Toys,5,179.2,Credit Card,2021-08-28,896.0
I209098,C897055,Male,57,Clothing,5,1500.4,Cash,2022-12-27,7502.0
I247467,C174748,Female,53,Clothing,1,300.08,Debit Card,2021-07-20,300.08
I172087,C216428,Male,45,Books,3,45.45,Cash,2023-01-05,136.35000000000002
I153457,C270008,Female,26,Cosmetics,3,121.98,Cash,2023-01-11,365.94
I300347,C160824,Male,45,Food & Beverage,3,15.69,Cash,2021-06-22,47.07
I144160,C122778,Male,58,Cosmetics,1,40.66,Credit Card,2022-10-08,40.66
I993331,C759643,Female,40,Food & Beverage,1,5.23,Credit Card,2023-02-12,5.23
I368870,C263559,Female,21,Toys,4,143.36,Credit Card,2021-03-31,573.44
I208005,C852299,Female,52,Clothing,3,900.24,Cash,2022-11-14,2700.7200000000003
I419824,C671805,Male,18,Clothing,2,600.16,Cash,2023-01-07,1200.32
I320306,C248231,Female,48,Shoes,5,3000.85,Credit Card,2022-09-22,15004.25
I260523,C151036,Female,53,Shoes,3,1800.51,Credit Card,2022-10-30,5401.53
I253967,C301859,Female,32,Books,4,60.6,Credit Card,2022-06-23,242.4
I251940,C167591,Male,64,Shoes,3,1800.51,Cash,2021-09-15,5401.53
I282972,C168458,Female,47,Books,1,15.15,Credit Card,2022-05-28,15.15
I108714,C454317,Female,20,Shoes,5,3000.85,Credit Card,2022-09-13,15004.25
I423198,C329467,Female,63,Food & Beverage,3,15.69,Cash,2022-12-19,47.07
I753292,C166913,Male,61,Clothing,1,300.08,Debit Card,2021-08-21,300.08
I422317,C209601,Male,29,Clothing,5,1500.4,Cash,2021-07-08,7502.0
I182246,C223151,Female,45,Cosmetics,1,40.66,Credit Card,2021-08-19,40.66
I528732,C213222,Male,54,Clothing,5,1500.4,Credit Card,2022-03-31,7502.0
I145764,C876181,Male,24,Clothing,2,600.16,Cash,2021-01-15,1200.32
I306532,C132805,Female,65,Technology,4,4200.0,Credit Card,2021-05-16,16800.0
I808832,C203590,Male,68,Clothing,4,1200.32,Debit Card,2022-08-05,4801.28
I321540,C211897,Male,34,Shoes,3,1800.51,Credit Card,2022-05-04,5401.53
I207958,C276264,Male,31,Souvenir,1,11.73,Credit Card,2021-04-04,11.73
I139439,C106645,Male,51,Clothing,1,300.08,Credit Card,2021-03-29,300.08
I185616,C968947,Male,58,Cosmetics,2,81.32,Cash,2022-11-26,162.64
I102760,C158547,Female,64,Food & Beverage,1,5.23,Credit Card,2021-09-02,5.23
I314802,C263020,Female,42,Toys,3,107.52,Cash,2021-01-22,322.56
I136379,C152888,Female,18,Clothing,5,1500.4,Cash,2021-04-08,7502.0
I170894,C121994,Female,36,Food & Beverage,3,15.69,Debit Card,2021-04-22,47.07
I333821,C222935,Female,57,Shoes,5,3000.85,Cash,2021-09-17,15004.25
I441307,C317317,Female,25,Toys,3,107.52,Credit Card,2022-11-25,322.56
I344891,C105583,Female,23,Food & Beverage,3,15.69,Cash,2022-01-10,47.07
I209474,C196878,Female,60,Shoes,3,1800.51,Credit Card,2022-07-02,5401.53
I398747,C611668,Female,57,Cosmetics,4,162.64,Debit Card,2021-05-31,650.56
I313205,C614839,Female,29,Clothing,2,600.16,Cash,2022-01-24,1200.32
I319101,C240369,Male,21,Food & Beverage,3,15.69,Debit Card,2022-03-07,47.07
I164365,C134860,Female,25,Books,5,75.75,Credit Card,2021-10-16,378.75
I315002,C158060,Female,67,Food & Beverage,2,10.46,Cash,2022-03-03,20.92
I516899,C304727,Male,52,Technology,2,2100.0,Cash,2021-03-04,4200.0
I318472,C907805,Female,19,Cosmetics,1,40.66,Cash,2021-12-20,40.66
I220313,C303268,Male,45,Cosmetics,4,162.64,Debit Card,2021-10-09,650.56
I327653,C271745,Female,31,Clothing,5,1500.4,Debit Card,2021-03-02,7502.0
I231212,C291522,Male,29,Toys,3,107.52,Credit Card,2022-08-26,322.56
I189547,C317092,Female,52,Clothing,4,1200.32,Debit Card,2022-05-23,4801.28
I209075,C260164,Female,64,Toys,1,35.84,Cash,2021-12-07,35.84
I215780,C260989,Male,20,Shoes,3,1800.51,Credit Card,2023-01-12,5401.53
I238944,C258082,Female,31,Clothing,4,1200.32,Cash,2022-01-25,4801.28
I285268,C192364,Female,57,Food & Beverage,1,5.23,Cash,2023-02-22,5.23
I134010,C102006,Male,64,Toys,2,71.68,Cash,2021-05-02,143.36
I279476,C140811,Male,20,Clothing,1,300.08,Cash,2021-12-26,300.08
I649421,C172010,Female,38,Technology,3,3150.0,Credit Card,2021-07-10,9450.0
I927124,C325504,Male,59,Shoes,3,1800.51,Cash,2021-04-28,5401.53
I475915,C206799,Female,50,Clothing,4,1200.32,Debit Card,2022-05-19,4801.28
I170469,C364605,Female,34,Technology,3,3150.0,Cash,2021-09-22,9450.0
I145722,C261571,Female,68,Shoes,1,600.17,Cash,2022-08-31,600.17
I104871,C939940,Female,54,Shoes,5,3000.85,Debit Card,2023-02-01,15004.25
I245932,C335073,Female,56,Technology,5,5250.0,Credit Card,2022-09-24,26250.0
I270411,C339220,Female,39,Clothing,2,600.16,Credit Card,2022-08-02,1200.32
I291043,C238373,Female,38,Clothing,2,600.16,Debit Card,2022-01-24,1200.32
I238781,C227802,Male,27,Cosmetics,4,162.64,Debit Card,2022-01-25,650.56
I161728,C254482,Male,38,Books,1,15.15,Debit Card,2022-09-22,15.15
I294314,C236307,Female,22,Technology,4,4200.0,Credit Card,2021-01-27,16800.0
I833681,C237196,Female,46,Clothing,1,300.08,Cash,2022-03-09,300.08
I181106,C290369,Male,35,Clothing,1,300.08,Credit Card,2021-08-19,300.08
I129457,C150440,Female,51,Clothing,2,600.16,Debit Card,2022-05-19,1200.32
I326968,C601320,Male,36,Food & Beverage,1,5.23,Cash,2021-08-26,5.23
I369067,C106357,Female,38,Books,1,15.15,Cash,2021-06-25,15.15
I160663,C251847,Female,22,Food & Beverage,3,15.69,Credit Card,2021-05-06,47.07
I577789,C139211,Female,41,Clothing,2,600.16,Cash,2021-07-19,1200.32
I193347,C324041,Female,49,Toys,2,71.68,Credit Card,2022-08-18,143.36
I173906,C163239,Male,39,Clothing,3,900.24,Cash,2021-10-20,2700.7200000000003
I258268,C258660,Male,28,Clothing,5,1500.4,Cash,2022-04-07,7502.0
I177399,C196913,Male,31,Shoes,5,3000.85,Cash,2021-08-03,15004.25
I142415,C751099,Male,23,Cosmetics,3,121.98,Debit Card,2021-02-24,365.94
I581100,C941519,Female,55,Clothing,3,900.24,Credit Card,2023-02-24,2700.7200000000003
I623574,C239559,Female,46,Cosmetics,4,162.64,Cash,2021-04-16,650.56
I299191,C605727,Female,22,Food & Beverage,5,26.15,Credit Card,2021-05-18,130.75
I940009,C294076,Female,56,Clothing,1,300.08,Cash,2021-12-13,300.08
I270614,C917153,Female,51,Toys,4,143.36,Credit Card,2021-07-02,573.44
I339520,C113906,Male,35,Clothing,1,300.08,Cash,2021-07-02,300.08
I146915,C225715,Female,20,Food & Beverage,3,15.69,Cash,2022-03-09,47.07
I174299,C267375,Male,64,Toys,1,35.84,Credit Card,2021-05-27,35.84
I892183,C270482,Male,63,Food & Beverage,3,15.69,Debit Card,2021-05-27,47.07
I348239,C200401,Female,52,Food & Beverage,1,5.23,Cash,2022-11-01,5.23
I277706,C308576,Female,39,Clothing,5,1500.4,Cash,2021-08-24,7502.0
I980756,C683954,Female,34,Technology,1,1050.0,Credit Card,2021-11-24,1050.0
I253716,C850110,Female,56,Clothing,1,300.08,Debit Card,2022-01-22,300.08
I340045,C479669,Female,40,Cosmetics,2,81.32,Cash,2022-11-01,162.64
I230864,C133196,Female,38,Clothing,3,900.24,Cash,2022-04-15,2700.7200000000003
I115344,C102588,Male,42,Food & Beverage,1,5.23,Cash,2021-04-30,5.23
I221340,C271251,Female,38,Clothing,1,300.08,Cash,2021-05-09,300.08
I489936,C793666,Male,28,Clothing,4,1200.32,Credit Card,2021-01-28,4801.28
I252987,C257103,Male,45,Books,3,45.45,Cash,2021-04-03,136.35000000000002
I280024,C147603,Female,46,Clothing,3,900.24,Credit Card,2021-04-15,2700.7200000000003
I771657,C248435,Male,25,Shoes,2,1200.34,Cash,2023-01-19,2400.68
I145578,C142410,Male,57,Souvenir,3,35.19,Debit Card,2022-08-25,105.57
I459235,C249870,Female,28,Clothing,1,300.08,Debit Card,2021-03-18,300.08
I227080,C282455,Female,69,Clothing,2,600.16,Credit Card,2022-10-28,1200.32
I120974,C199026,Male,42,Clothing,1,300.08,Cash,2021-12-16,300.08
I683269,C982907,Male,65,Clothing,5,1500.4,Credit Card,2022-06-24,7502.0
I292255,C176036,Female,19,Cosmetics,4,162.64,Cash,2023-02-23,650.56
I205136,C243310,Female,43,Clothing,5,1500.4,Credit Card,2021-05-17,7502.0
I234036,C169399,Male,69,Food & Beverage,4,20.92,Cash,2022-09-21,83.68
I281303,C133516,Female,24,Technology,4,4200.0,Cash,2022-07-19,16800.0
I240483,C860997,Male,69,Toys,1,35.84,Credit Card,2022-03-27,35.84
I143368,C282046,Male,65,Food & Beverage,4,20.92,Debit Card,2022-04-30,83.68
I286831,C302194,Female,68,Clothing,4,1200.32,Cash,2021-02-22,4801.28
I320755,C321771,Male,24,Clothing,5,1500.4,Cash,2022-09-17,7502.0
I224962,C223681,Female,60,Clothing,5,1500.4,Debit Card,2022-12-04,7502.0
I988358,C287864,Female,68,Shoes,4,2400.68,Cash,2021-07-24,9602.72
I132904,C250570,Female,56,Shoes,1,600.17,Credit Card,2021-08-11,600.17
I167244,C100783,Male,58,Food & Beverage,2,10.46,Cash,2022-07-29,20.92
I335154,C643407,Female,50,Technology,3,3150.0,Credit Card,2022-12-25,9450.0
I316418,C169291,Male,62,Clothing,2,600.16,Cash,2022-08-21,1200.32
I173979,C259991,Female,30,Cosmetics,2,81.32,Credit Card,2021-11-01,162.64
I293479,C131350,Female,65,Toys,5,179.2,Cash,2022-02-10,896.0
I213643,C123724,Female,49,Food & Beverage,5,26.15,Cash,2023-01-19,130.75
I213297,C555992,Female,29,Food & Beverage,4,20.92,Cash,2022-02-03,83.68
I387978,C309111,Female,20,Cosmetics,3,121.98,Cash,2021-10-16,365.94
I206424,C941142,Female,54,Toys,3,107.52,Credit Card,2022-06-29,322.56
I129823,C307517,Female,38,Books,2,30.3,Cash,2023-02-20,60.6
I209221,C517809,Male,57,Cosmetics,2,81.32,Debit Card,2022-10-11,162.64
I120543,C135735,Female,29,Cosmetics,4,162.64,Cash,2022-09-08,650.56
I302387,C473145,Male,58,Toys,5,179.2,Cash,2021-04-26,896.0
I851900,C236291,Male,29,Books,1,15.15,Debit Card,2022-05-15,15.15
I218389,C407335,Female,53,Toys,3,107.52,Cash,2022-07-02,322.56
I266038,C328222,Female,42,Cosmetics,3,121.98,Debit Card,2021-08-30,365.94
I164052,C143030,Female,38,Clothing,1,300.08,Cash,2023-02-13,300.08
I317209,C185066,Male,34,Clothing,4,1200.32,Credit Card,2022-03-13,4801.28
I296475,C120351,Male,21,Clothing,3,900.24,Cash,2022-10-07,2700.7200000000003
I417143,C780029,Female,33,Food & Beverage,1,5.23,Cash,2021-03-18,5.23
I316623,C184884,Male,62,Clothing,5,1500.4,Credit Card,2022-09-07,7502.0
I147012,C152006,Female,21,Souvenir,2,23.46,Credit Card,2021-02-25,46.92
I190043,C307902,Female,50,Toys,1,35.84,Debit Card,2021-09-21,35.84
I212063,C238943,Female,28,Clothing,4,1200.32,Debit Card,2021-03-05,4801.28
I480319,C227544,Female,21,Toys,5,179.2,Debit Card,2022-03-26,896.0
I718244,C145037,Female,25,Clothing,5,1500.4,Debit Card,2022-12-31,7502.0
I317111,C127864,Female,28,Clothing,4,1200.32,Debit Card,2021-12-25,4801.28
I916910,C102783,Female,28,Clothing,3,900.24,Debit Card,2021-01-12,2700.7200000000003
I201644,C223788,Female,26,Shoes,5,3000.85,Credit Card,2021-07-29,15004.25
I110072,C125016,Female,67,Cosmetics,2,81.32,Credit Card,2022-02-08,162.64
I121167,C388132,Female,27,Food & Beverage,1,5.23,Credit Card,2022-06-11,5.23
I120045,C109476,Female,51,Books,2,30.3,Credit Card,2021-07-22,60.6
I395217,C995663,Female,25,Clothing,3,900.24,Debit Card,2022-01-29,2700.7200000000003
I266875,C188255,Male,49,Books,5,75.75,Debit Card,2022-06-27,378.75
