invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,total_sales
I103279,C108938,Male,43,Clothing,3,900.24,Cash,2022-07-13,2700.7200000000003
I181219,C311206,Female,68,Clothing,2,600.16,Cash,2022-09-11,1200.32
I138377,C149040,Male,67,Shoes,1,600.17,Cash,2022-03-26,600.17
I122057,C263696,Female,69,Toys,2,71.68,Credit Card,2021-07-04,143.36
I174228,C159846,Female,50,Cosmetics,3,121.98,Credit Card,2021-12-20,365.94
I169275,C118606,Female,69,Clothing,2,600.16,Debit Card,2021-09-01,1200.32
I442980,C331414,Female,49,Clothing,2,600.16,Credit Card,2021-08-25,1200.32
I100053,C217294,Female,21,Cosmetics,3,121.98,Credit Card,2023-01-02,365.94
I401953,C155610,Female,26,Clothing,4,1200.32,Cash,2022-07-09,4801.28
I269421,C326097,Male,22,Toys,4,143.36,Credit Card,2021-05-12,573.44
I212057,C245828,Female,55,Clothing,3,900.24,Debit Card,2021-01-22,2700.7200000000003
I326080,C177293,Female,24,Clothing,1,300.08,Cash,2021-05-20,300.08
I283407,C201553,Female,60,Souvenir,1,11.73,Credit Card,2023-02-26,11.73
I116819,C784062,Female,58,Toys,4,143.36,Credit Card,2021-03-16,573.44
I249584,C435352,Female,18,Shoes,3,1800.51,Cash,2022-03-28,5401.53
I382597,C266076,Female,50,Toys,4,143.36,Credit Card,2022-05-07,573.44
I185191,C159430,Female,68,Food & Beverage,3,15.69,Credit Card,2021-07-16,47.07
I822071,C320058,Female,59,Cosmetics,3,121.98,Cash,2022-12-21,365.94
I243521,C174536,Male,51,Books,4,60.6,Debit Card,2022-02-21,242.4
I163993,C152835,Female,28,Clothing,2,600.16,Credit Card,2023-02-25,1200.32
I544194,C206328,Female,31,Food & Beverage,2,10.46,Credit Card,2022-04-11,20.92
I284454,C179097,Female,25,Cosmetics,3,121.98,Credit Card,2022-09-25,365.94
I104697,C719509,Female,52,Clothing,5,1500.4,Debit Card,2021-05-03,7502.0
I126930,C324067,Female,57,Clothing,2,600.16,Cash,2022-04-03,1200.32
I294245,C390910,Male,54,Clothing,4,1200.32,Cash,2022-05-17,4801.28
I329330,C243767,Male,39,Clothing,4,1200.32,Credit Card,2021-05-21,4801.28
I381587,C290231,Female,37,Clothing,5,1500.4,Credit Card,2021-02-12,7502.0
I168890,C164698,Female,26,Books,1,15.15,Cash,2023-01-06,15.15
I141460,C101652,Female,41,Toys,4,143.36,Credit Card,2021-05-10,573.44
I293746,C333146,Female,47,Food & Beverage,3,15.69,Credit Card,2022-12-06,47.07
I228492,C283691,Female,38,Cosmetics,3,121.98,Cash,2022-09-13,365.94
I127013,C261098,Female,62,Clothing,1,300.08,Cash,2023-03-07,300.08
I200272,C733015,Female,67,Cosmetics,4,162.64,Credit Card,2021-02-04,650.56
I158695,C236824,Male,29,Clothing,2,600.16,Credit Card,2021-03-10,1200.32
I294400,C201198,Female,56,Technology,5,5250.0,Cash,2023-02-22,26250.0
I136955,C811947,Male,47,Clothing,2,600.16,Credit Card,2021-11-05,1200.32
I189443,C769023,Female,40,Toys,2,71.68,Cash,2021-05-03,143.36
I108831,C140212,Female,19,Shoes,1,600.17,Cash,2022-08-25,600.17
I269372,C114533,Male,55,Food & Beverage,5,26.15,Credit Card,2021-07-28,130.75
I220090,C170717,Male,40,Souvenir,3,35.19,Credit Card,2021-04-14,105.57
I415255,C183183,Female,27,Food & Beverage,2,10.46,Cash,2021-08-21,20.92
I217147,C279888,Female,68,Shoes,4,2400.68,Cash,2021-04-14,9602.72
I124374,C226785,Male,48,Clothing,4,1200.32,Credit Card,2021-01-01,4801.28
I195112,C672812,Male,35,Shoes,1,600.17,Credit Card,2022-09-01,600.17
I972314,C120234,Male,55,Clothing,4,1200.32,Debit Card,2022-08-21,4801.28
I115763,C909782,Male,55,Clothing,1,300.08,Credit Card,2022-02-05,300.08
I330968,C983837,Female,33,Cosmetics,1,40.66,Debit Card,2022-09-01,40.66
I184537,C174988,Female,23,Shoes,3,1800.51,Cash,2022-03-09,5401.53
I313980,C152000,Male,66,Shoes,1,600.17,Cash,2021-02-01,600.17
I166173,C448893,Female,37,Cosmetics,1,40.66,Debit Card,2021-05-07,40.66
I315507,C307488,Male,18,Clothing,4,1200.32,Debit Card,2022-02-01,4801.28
I305624,C980279,Male,55,Toys,5,179.2,Debit Card,2021-11-25,896.0
I244026,C708661,Female,61,Food & Beverage,2,10.46,Credit Card,2021-12-12,20.92
I102415,C279084,Female,47,Shoes,5,3000.85,Cash,2021-07-03,15004.25
I192206,C112055,Male,28,Food & Beverage,5,26.15,Credit Card,2021-04-28,130.75
I121984,C129664,Female,57,Clothing,2,600.16,Debit Card,2022-08-23,1200.32
I149446,C145153,Male,46,Shoes,2,1200.34,Cash,2021-05-25,2400.68
I269813,C123814,Female,59,Clothing,1,300.08,Cash,2022-07-05,300.08
I308450,C325828,Male,50,Cosmetics,4,162.64,Cash,2021-05-30,650.56
I270022,C225769,Male,40,Food & Beverage,3,15.69,Cash,2021-05-03,47.07
I714853,C285730,Female,27,Souvenir,4,46.92,Cash,2023-01-08,187.68
I275264,C321656,Female,45,Clothing,4,1200.32,Debit Card,2022-07-20,4801.28
I335962,C134493,Female,63,Clothing,2,600.16,Cash,2021-07-24,1200.32
I314497,C293487,Female,59,Toys,4,143.36,Credit Card,2022-04-21,573.44
I209023,C103175,Female,23,Clothing,1,300.08,Credit Card,2021-02-13,300.08
I428122,C213463,Male,31,Clothing,3,900.24,Cash,2023-02-24,2700.7200000000003
I196549,C304187,Female,57,Food & Beverage,1,5.23,Credit Card,2021-02-10,5.23
I231554,C118245,Male,45,Clothing,2,600.16,Debit Card,2021-03-03,1200.32
I284651,C854165,Female,62,Clothing,3,900.24,Debit Card,2022-05-19,2700.7200000000003
I232550,C154154,Male,39,Cosmetics,4,162.64,Cash,2021-11-10,650.56
I904137,C111818,Female,47,Food & Beverage,4,20.92,Credit Card,2023-02-22,83.68
I231679,C189222,Male,69,Toys,2,71.68,Cash,2022-02-28,143.36
I268108,C156072,Male,60,Books,2,30.3,Credit Card,2022-02-24,60.6
I280475,C166723,Female,69,Toys,1,35.84,Cash,2022-05-17,35.84
I143547,C703238,Male,63,Food & Beverage,3,15.69,Credit Card,2021-01-06,47.07
I280190,C332893,Male,37,Shoes,4,2400.68,Cash,2022-11-29,9602.72
I271453,C115712,Female,53,Cosmetics,2,81.32,Credit Card,2021-04-07,162.64
I119293,C125870,Male,66,Cosmetics,3,121.98,Cash,2022-06-28,365.94
I274408,C257751,Female,19,Cosmetics,2,81.32,Credit Card,2022-12-27,162.64
I654739,C317128,Male,24,Clothing,5,1500.4,Credit Card,2021-12-06,7502.0
I384761,C197224,Male,50,Food & Beverage,3,15.69,Cash,2021-10-23,47.07
I121086,C287679,Female,28,Clothing,5,1500.4,Credit Card,2021-09-05,7502.0
I249358,C567954,Female,43,Clothing,1,300.08,Cash,2021-01-08,300.08
I318376,C317072,Female,53,Technology,3,3150.0,Credit Card,2022-10-26,9450.0
I255988,C205005,Female,41,Food & Beverage,2,10.46,Credit Card,2022-05-29,20.92
I321471,C178375,Female,24,Technology,3,3150.0,Cash,2021-02-19,9450.0
I635797,C336593,Female,40,Food & Beverage,4,20.92,Cash,2022-01-14,83.68
I323774,C975340,Female,53,Food & Beverage,1,5.23,Cash,2022-01-05,5.23
I202299,C271026,Female,28,Food & Beverage,5,26.15,Debit Card,2021-04-14,130.75
I178252,C266661,Male,49,Cosmetics,4,162.64,Credit Card,2022-08-12,650.56
I215938,C336938,Male,59,Clothing,3,900.24,Cash,2021-03-07,2700.7200000000003
I219424,C934167,Male,48,Clothing,3,900.24,Credit Card,2023-01-06,2700.7200000000003
I129423,C185847,Male,66,Shoes,2,1200.34,Credit Card,2021-08-12,2400.68
I112915,C170545,Male,38,Clothing,5,1500.4,Credit Card,2021-01-11,7502.0
I183073,C138914,Female,43,Clothing,4,1200.32,Cash,2022-04-02,4801.28
I776338,C685951,Male,52,Cosmetics,2,81.32,Credit Card,2022-06-28,162.64
I211382,C288800,Female,66,Clothing,3,900.24,Debit Card,2021-03-29,2700.7200000000003
I339513,C260349,Male,63,Clothing,2,600.16,Debit Card,2021-07-01,1200.32
I225982,C165299,Female,41,Clothing,3,900.24,Cash,2021-03-28,2700.7200000000003
I270735,C176317,Female,43,Cosmetics,5,203.3,Debit Card,2022-10-30,1016.5
I813041,C237075,Female,67,Food & Beverage,4,20.92,Debit Card,2021-10-30,83.68
I287574,C240695,Female,48,Clothing,5,1500.4,Debit Card,2022-05-20,7502.0
I154371,C135376,Male,60,Cosmetics,4,162.64,Cash,2021-03-29,650.56
I167434,C138063,Female,65,Clothing,4,1200.32,Cash,2021-11-13,4801.28
I334804,C363404,Female,66,Clothing,1,300.08,Cash,2022-11-23,300.08
I267074,C420311,Female,45,Souvenir,2,23.46,Debit Card,2022-06-25,46.92
I843322,C677187,Female,28,Technology,2,2100.0,Credit Card,2022-03-05,4200.0
I169640,C242804,Female,59,Food & Beverage,5,26.15,Credit Card,2021-07-11,130.75
I276533,C151997,Female,63,Clothing,4,1200.32,Credit Card,2022-03-04,4801.28
I297204,C106392,Male,32,Toys,5,179.2,Credit Card,2021-08-06,896.0
I161726,C261290,Female,52,Shoes,3,1800.51,Credit Card,2021-07-01,5401.53
I147491,C466865,Female,64,Cosmetics,4,162.64,Cash,2022-03-08,650.56
I180374,C645131,Female,68,Clothing,5,1500.4,Debit Card,2021-02-03,7502.0
I688955,C127208,Male,41,Food & Beverage,5,26.15,Debit Card,2023-03-06,130.75
I201190,C468926,Female,56,Clothing,2,600.16,Debit Card,2021-06-24,1200.32
I277901,C236027,Male,36,Cosmetics,3,121.98,Credit Card,2021-11-01,365.94
I119579,C133055,Female,44,Clothing,3,900.24,Credit Card,2022-06-16,2700.7200000000003
I216106,C176122,Female,46,Clothing,2,600.16,Credit Card,2022-01-28,1200.32
I182369,C250029,Male,56,Food & Beverage,1,5.23,Credit Card,2021-05-14,5.23
I286162,C339502,Female,56,Toys,2,71.68,Debit Card,2021-10-01,143.36
I836996,C116391,Female,66,Toys,2,71.68,Debit Card,2021-07-17,143.36
I839044,C861137,Male,32,Clothing,2,600.16,Credit Card,2021-09-04,1200.32
I277563,C242101,Female,51,Cosmetics,3,121.98,Credit Card,2022-06-25,365.94
I559890,C232909,Male,47,Clothing,4,1200.32,Debit Card,2022-04-27,4801.28
I331989,C339087,Male,46,Cosmetics,3,121.98,Cash,2021-05-10,365.94
I196276,C295933,Female,35,Cosmetics,1,40.66,Cash,2022-05-27,40.66
I106412,C279941,Female,67,Clothing,1,300.08,Credit Card,2022-05-16,300.08
I691451,C850080,Female,19,Clothing,3,900.24,Credit Card,2021-09-07,2700.7200000000003
I132768,C140341,Female,34,Shoes,1,600.17,Cash,2023-02-17,600.17
I132266,C222886,Male,61,Food & Beverage,4,20.92,Debit Card,2022-03-24,83.68
I320594,C182685,Male,33,Cosmetics,2,81.32,Credit Card,2022-01-23,162.64
I257433,C205929,Male,62,Clothing,3,900.24,Cash,2022-03-18,2700.7200000000003
I238859,C188563,Male,27,Clothing,3,900.24,Cash,2021-04-12,2700.7200000000003
I307214,C193977,Male,33,Shoes,2,1200.34,Debit Card,2023-02-06,2400.68
I274251,C298795,Female,66,Toys,5,179.2,Credit Card,2022-08-08,896.0
I322926,C183072,Female,39,Clothing,5,1500.4,Cash,2021-11-16,7502.0
I998461,C851514,Female,19,Clothing,1,300.08,Credit Card,2021-03-16,300.08
I261088,C315634,Male,41,Clothing,5,1500.4,Debit Card,2022-04-24,7502.0
I258505,C108065,Female,20,Clothing,1,300.08,Cash,2021-02-09,300.08
I613100,C166144,Female,61,Cosmetics,1,40.66,Credit Card,2021-05-18,40.66
I700228,C322019,Male,59,Clothing,2,600.16,Cash,2021-11-20,1200.32
I161838,C264058,Female,20,Food & Beverage,4,20.92,Cash,2021-08-14,83.68
I252510,C268422,Female,53,Shoes,2,1200.34,Debit Card,2021-09-20,2400.68
I141397,C109201,Female,23,Shoes,5,3000.85,Credit Card,2022-10-26,15004.25
I320370,C188472,Female,66,Food & Beverage,1,5.23,Credit Card,2022-10-26,5.23
I329351,C329956,Male,25,Food & Beverage,3,15.69,Cash,2022-03-24,47.07
I182741,C940548,Male,25,Clothing,3,900.24,Credit Card,2022-06-09,2700.7200000000003
I160489,C281887,Male,43,Clothing,2,600.16,Cash,2021-05-19,1200.32
I758456,C265232,Female,37,Food & Beverage,5,26.15,Cash,2022-05-22,130.75
I232351,C226210,Male,21,Clothing,2,600.16,Debit Card,2022-09-03,1200.32
I601346,C259705,Male,58,Toys,2,71.68,Debit Card,2022-01-23,143.36
I282920,C231946,Male,28,Souvenir,3,35.19,Credit Card,2022-06-28,105.57
I753684,C203172,Female,25,Souvenir,5,58.65,Debit Card,2021-03-04,293.25
I536401,C902196,Female,34,Books,1,15.15,Cash,2021-10-08,15.15
I171932,C159918,Female,48,Clothing,1,300.08,Credit Card,2022-01-04,300.08
I161695,C310496,Female,51,Books,5,75.75,Credit Card,2021-02-04,378.75
I155176,C179109,Female,65,Cosmetics,2,81.32,Debit Card,2022-01-14,162.64
I162818,C628001,Male,28,Clothing,5,1500.4,Cash,2022-03-11,7502.0
I109869,C747758,Male,52,Clothing,3,900.24,Cash,2022-11-29,2700.7200000000003
I235671,C196703,Female,45,Clothing,2,600.16,Cash,2021-01-01,1200.32
I454610,C304110,Male,63,Books,5,75.75,Credit Card,2022-09-30,378.75
I547729,C297138,Male,57,Books,2,30.3,Cash,2021-09-22,60.6
I321522,C270363,Female,28,Toys,4,143.36,Cash,2021-09-24,573.44
I778402,C831673,Female,57,Food & Beverage,5,26.15,Cash,2021-08-08,130.75
I226088,C330348,Male,62,Food & Beverage,1,5.23,Cash,2021-09-14,5.23
I247955,C180417,Female,40,Books,1,15.15,Cash,2021-12-06,15.15
I293973,C343142,Male,28,Clothing,3,900.24,Cash,2021-12-18,2700.7200000000003
I126895,C677322,Female,27,Clothing,1,300.08,Debit Card,2023-01-09,300.08
I268029,C150317,Female,55,Food & Beverage,5,26.15,Credit Card,2021-09-21,130.75
I150449,C409810,Female,28,Clothing,3,900.24,Cash,2021-05-21,2700.7200000000003
I255178,C903237,Female,31,Clothing,1,300.08,Credit Card,2022-10-01,300.08
I312083,C172467,Female,69,Technology,3,3150.0,Debit Card,2021-03-04,9450.0
I222169,C466583,Female,38,Clothing,1,300.08,Cash,2021-11-18,300.08
I277155,C231992,Male,29,Cosmetics,5,203.3,Credit Card,2021-07-01,1016.5
I534637,C245469,Male,20,Shoes,4,2400.68,Cash,2021-05-11,9602.72
I234491,C231449,Female,23,Clothing,5,1500.4,Credit Card,2022-01-12,7502.0
I494995,C297572,Male,63,Food & Beverage,5,26.15,Debit Card,2021-12-25,130.75
I777583,C518370,Male,53,Cosmetics,3,121.98,Cash,2022-06-03,365.94
I472414,C166995,Female,43,Food & Beverage,5,26.15,Cash,2021-12-05,130.75
I140881,C330330,Female,34,Cosmetics,5,203.3,Cash,2022-06-09,1016.5
I247162,C290638,Female,25,Toys,2,71.68,Cash,2023-01-06,143.36
I267643,C454499,Male,19,Clothing,2,600.16,Cash,2021-11-03,1200.32
I357989,C464597,Female,41,Shoes,2,1200.34,Cash,2021-12-15,2400.68
I272474,C737100,Female,50,Technology,3,3150.0,Credit Card,2022-10-31,9450.0
I653143,C277646,Female,46,Books,4,60.6,Credit Card,2022-08-26,242.4
I174620,C204045,Male,47,Clothing,2,600.16,Cash,2021-11-10,1200.32
I646548,C476092,Female,48,Food & Beverage,2,10.46,Cash,2022-05-16,20.92
I295439,C128110,Female,27,Technology,2,2100.0,Credit Card,2022-07-31,4200.0
I208345,C279053,Female,22,Food & Beverage,5,26.15,Cash,2021-11-01,130.75
I244253,C720155,Female,41,Clothing,4,1200.32,Credit Card,2021-03-03,4801.28
I215974,C104418,Male,38,Food & Beverage,5,26.15,Credit Card,2022-12-03,130.75
I132435,C183070,Male,67,Clothing,2,600.16,Debit Card,2021-01-24,1200.32
I291091,C116441,Female,30,Toys,1,35.84,Credit Card,2022-07-17,35.84
I330846,C211762,Female,55,Clothing,3,900.24,Cash,2021-05-25,2700.7200000000003
I224021,C188307,Female,55,Clothing,1,300.08,Credit Card,2021-05-07,300.08
I266291,C984268,Male,29,Clothing,1,300.08,Credit Card,2022-05-08,300.08
I449904,C112319,Female,52,Clothing,5,1500.4,Cash,2023-02-04,7502.0
I166417,C591029,Male,25,Toys,5,179.2,Cash,2021-06-16,896.0
I309484,C866501,Female,64,Books,5,75.75,Cash,2022-06-18,378.75
I188462,C238184,Male,23,Clothing,5,1500.4,Credit Card,2023-02-12,7502.0
I458288,C621543,Female,32,Clothing,2,600.16,Cash,2023-01-27,1200.32
I617817,C207137,Female,66,Clothing,2,600.16,Debit Card,2022-11-17,1200.32
I174021,C185265,Male,64,Shoes,2,1200.34,Debit Card,2021-04-01,2400.68
I241744,C217983,Female,36,Books,3,45.45,Cash,2021-11-21,136.35000000000002
I299615,C291751,Female,32,Clothing,5,1500.4,Credit Card,2021-06-30,7502.0
I300840,C147383,Female,62,Cosmetics,3,121.98,Debit Card,2022-07-08,365.94
I165091,C206210,Male,40,Clothing,2,600.16,Cash,2021-12-18,1200.32
I335084,C708212,Female,53,Clothing,1,300.08,Credit Card,2022-01-18,300.08
I497636,C142767,Female,23,Clothing,2,600.16,Cash,2021-06-14,1200.32
I275866,C113957,Male,48,Souvenir,3,35.19,Debit Card,2021-12-28,105.57
I295412,C503049,Male,27,Cosmetics,4,162.64,Cash,2021-09-06,650.56
I255099,C160305,Female,65,Shoes,3,1800.51,Debit Card,2022-01-13,5401.53
I119638,C276575,Female,63,Clothing,2,600.16,Cash,2022-10-27,1200.32
I109023,C127697,Female,58,Shoes,3,1800.51,Cash,2021-02-14,5401.53
I231615,C336071,Female,65,Food & Beverage,5,26.15,Credit Card,2021-07-30,130.75
I140713,C900325,Male,51,Cosmetics,1,40.66,Cash,2022-02-20,40.66
I321916,C349947,Male,25,Souvenir,2,23.46,Cash,2021-01-03,46.92
I270374,C143777,Male,32,Technology,3,3150.0,Cash,2022-10-19,9450.0
I823092,C252803,Female,22,Clothing,2,600.16,Credit Card,2021-10-25,1200.32
I312428,C247179,Female,43,Food & Beverage,1,5.23,Credit Card,2022-06-15,5.23
I137085,C127851,Female,43,Food & Beverage,3,15.69,Credit Card,2022-04-29,47.07
I955164,C153066,Male,36,Clothing,4,1200.32,Cash,2022-05-09,4801.28
I316207,C131868,Male,40,Shoes,5,3000.85,Cash,2021-06-09,15004.25
I348482,C322149,Female,46,Clothing,1,300.08,Debit Card,2022-06-08,300.08
I169255,C306714,Female,36,Cosmetics,5,203.3,Cash,2021-10-20,1016.5
I150682,C268623,Female,21,Clothing,2,600.16,Credit Card,2022-03-18,1200.32
I752861,C435563,Male,68,Cosmetics,4,162.64,Cash,2021-07-16,650.56
I124594,C339315,Male,34,Shoes,2,1200.34,Debit Card,2022-10-05,2400.68
I100591,C881158,Male,23,Toys,1,35.84,Credit Card,2022-02-20,35.84
I245915,C161022,Female,58,Cosmetics,1,40.66,Debit Card,2022-12-29,40.66
I144410,C248314,Male,40,Technology,5,5250.0,Credit Card,2021-08-14,26250.0
I268363,C161852,Male,27,Clothing,1,300.08,Credit Card,2021-11-10,300.08
I338687,C260425,Female,43,Clothing,5,1500.4,Cash,2021-10-09,7502.0
I318383,C279379,Female,38,Cosmetics,1,40.66,Cash,2021-04-01,40.66
I549502,C671194,Male,37,Books,2,30.3,Credit Card,2023-01-29,60.6
I315591,C253809,Male,65,Toys,1,35.84,Debit Card,2021-10-23,35.84
I284878,C764076,Male,66,Shoes,2,1200.34,Cash,2021-09-06,2400.68
I140807,C507966,Male,37,Cosmetics,1,40.66,Credit Card,2023-01-10,40.66
I389133,C318507,Female,49,Cosmetics,3,121.98,Cash,2022-01-19,365.94
I319159,C383343,Male,20,Cosmetics,2,81.32,Debit Card,2022-03-31,162.64
I157662,C860040,Female,50,Clothing,5,1500.4,Cash,2023-03-03,7502.0
I307576,C925466,Male,30,Technology,3,3150.0,Credit Card,2021-07-29,9450.0
I263708,C112483,Female,21,Cosmetics,2,81.32,Credit Card,2022-01-21,162.64
I335686,C301687,Male,33,Shoes,2,1200.34,Cash,2022-03-11,2400.68
I155542,C191806,Female,62,Books,5,75.75,Cash,2022-05-05,378.75
I247815,C132718,Male,35,Clothing,1,300.08,Credit Card,2023-01-14,300.08
I197326,C271295,Female,25,Food & Beverage,2,10.46,Credit Card,2022-03-21,20.92
I249390,C943929,Female,62,Food & Beverage,4,20.92,Credit Card,2022-12-14,83.68
I318073,C683892,Male,26,Clothing,4,1200.32,Cash,2021-01-03,4801.28
I248681,C301147,Male,36,Food & Beverage,2,10.46,Cash,2021-10-07,20.92
I299668,C330534,Female,52,Clothing,5,1500.4,Cash,2023-01-12,7502.0
I328754,C163296,Female,29,Shoes,5,3000.85,Cash,2022-01-22,15004.25
I196435,C314357,Male,29,Technology,2,2100.0,Debit Card,2022-11-28,4200.0
I305617,C135758,Male,39,Toys,5,179.2,Debit Card,2021-04-05,896.0
I881416,C315945,Male,53,Food & Beverage,2,10.46,Debit Card,2022-03-31,20.92
I285273,C296231,Male,64,Clothing,2,600.16,Cash,2022-12-16,1200.32
I291669,C616818,Female,39,Food & Beverage,1,5.23,Cash,2022-04-01,5.23
I196918,C105777,Female,46,Toys,3,107.52,Cash,2022-05-30,322.56
I452988,C906130,Female,57,Food & Beverage,5,26.15,Cash,2022-08-01,130.75
I288912,C205698,Male,45,Clothing,2,600.16,Cash,2021-11-23,1200.32
I214028,C304332,Female,66,Technology,2,2100.0,Cash,2021-10-23,4200.0
I683076,C326527,Female,24,Technology,4,4200.0,Cash,2021-05-06,16800.0
I399182,C107356,Male,25,Technology,2,2100.0,Credit Card,2022-07-24,4200.0
I207379,C747391,Male,37,Technology,4,4200.0,Cash,2022-04-09,16800.0
I212462,C397739,Male,41,Souvenir,1,11.73,Cash,2021-05-11,11.73
I194325,C329863,Female,33,Clothing,4,1200.32,Cash,2021-11-06,4801.28
I201453,C704002,Female,59,Clothing,3,900.24,Cash,2021-07-24,2700.7200000000003
I982963,C117218,Female,59,Clothing,3,900.24,Cash,2022-03-09,2700.7200000000003
I786756,C319788,Female,40,Clothing,2,600.16,Credit Card,2022-08-16,1200.32
I259604,C132669,Female,54,Toys,3,107.52,Debit Card,2021-08-01,322.56
I247289,C156609,Male,34,Cosmetics,3,121.98,Cash,2021-06-03,365.94
I165265,C240771,Female,24,Souvenir,1,11.73,Cash,2021-11-14,11.73
I388080,C137283,Female,66,Clothing,4,1200.32,Cash,2022-08-04,4801.28
I339741,C215335,Female,68,Cosmetics,4,162.64,Cash,2022-01-06,650.56
I176686,C197926,Female,24,Cosmetics,5,203.3,Cash,2021-11-16,1016.5
I252798,C257669,Female,65,Cosmetics,1,40.66,Credit Card,2022-10-09,40.66
I302756,C220245,Male,27,Books,5,75.75,Cash,2022-01-05,378.75
I289806,C300375,Male,41,Clothing,3,900.24,Credit Card,2022-06-30,2700.7200000000003
I385319,C153187,Male,51,Toys,3,107.52,Debit Card,2021-03-15,322.56
I202553,C157302,Female,42,Cosmetics,2,81.32,Cash,2021-03-01,162.64
I277948,C133862,Female,56,Food & Beverage,2,10.46,Cash,2022-11-16,20.92
I312045,C162124,Male,25,Clothing,3,900.24,Cash,2021-10-23,2700.7200000000003
I180213,C882061,Female,58,Clothing,4,1200.32,Cash,2023-01-04,4801.28
I113117,C249113,Male,51,Clothing,5,1500.4,Cash,2021-08-20,7502.0
I265454,C173742,Female,58,Books,1,15.15,Debit Card,2021-02-06,15.15
I233488,C739235,Female,32,Clothing,1,300.08,Credit Card,2022-02-28,300.08
I965859,C430259,Female,49,Clothing,5,1500.4,Cash,2022-12-08,7502.0
I323864,C266582,Female,24,Cosmetics,2,81.32,Cash,2022-03-15,162.64
I897878,C311476,Male,38,Technology,3,3150.0,Debit Card,2022-12-27,9450.0
I226920,C734524,Female,63,Shoes,1,600.17,Credit Card,2023-02-07,600.17
I453762,C169730,Female,45,Clothing,2,600.16,Cash,2021-07-07,1200.32
I298710,C331955,Female,69,Food & Beverage,5,26.15,Credit Card,2022-10-18,130.75
I197163,C138039,Male,47,Clothing,3,900.24,Debit Card,2021-01-22,2700.7200000000003
I247437,C820095,Male,38,Toys,5,179.2,Credit Card,2022-11-01,896.0
I790188,C269275,Male,37,Technology,4,4200.0,Cash,2022-11-03,16800.0
I234058,C335646,Female,43,Food & Beverage,3,15.69,Cash,2022-11-30,47.07
I117516,C228623,Female,67,Toys,3,107.52,Cash,2022-03-01,322.56
I238328,C269424,Male,33,Clothing,5,1500.4,Cash,2021-01-21,7502.0
I161623,C151790,Male,42,Food & Beverage,3,15.69,Cash,2022-10-21,47.07
I264684,C117113,Female,69,Clothing,5,1500.4,Cash,2023-01-10,7502.0
I147280,C758305,Male,50,Toys,4,143.36,Cash,2021-07-04,573.44
I397140,C304488,Female,50,Cosmetics,3,121.98,Credit Card,2023-02-22,365.94
I145976,C506755,Female,34,Toys,2,71.68,Cash,2021-09-21,143.36
I662265,C142437,Female,41,Cosmetics,5,203.3,Credit Card,2021-08-29,1016.5
I312106,C616584,Female,52,Toys,4,143.36,Cash,2022-03-25,573.44
I285668,C118256,Male,65,Cosmetics,4,162.64,Cash,2022-07-05,650.56
I864470,C144886,Female,60,Food & Beverage,2,10.46,Cash,2021-10-13,20.92
I781822,C136036,Male,29,Food & Beverage,2,10.46,Credit Card,2022-10-09,20.92
I282491,C144710,Female,41,Cosmetics,3,121.98,Cash,2021-03-17,365.94
I265161,C332669,Male,68,Food & Beverage,5,26.15,Cash,2021-04-27,130.75
I312977,C924886,Female,36,Clothing,5,1500.4,Debit Card,2022-08-12,7502.0
I326956,C144108,Female,50,Toys,4,143.36,Credit Card,2021-07-24,573.44
I326660,C289146,Female,50,Clothing,2,600.16,Cash,2021-07-11,1200.32
I200683,C154080,Female,68,Food & Beverage,2,10.46,Credit Card,2021-10-28,20.92
I176182,C109093,Male,37,Cosmetics,3,121.98,Cash,2021-12-02,365.94
I179355,C404456,Female,37,Clothing,5,1500.4,Cash,2021-12-15,7502.0
I148581,C751192,Female,18,Clothing,4,1200.32,Cash,2022-02-15,4801.28
I157190,C319370,Female,52,Cosmetics,4,162.64,Debit Card,2022-11-03,650.56
I164466,C282892,Male,39,Food & Beverage,1,5.23,Cash,2022-01-22,5.23
I173319,C147782,Male,45,Shoes,2,1200.34,Debit Card,2022-08-03,2400.68
I148898,C176350,Female,36,Clothing,3,900.24,Credit Card,2022-11-24,2700.7200000000003
I515345,C199624,Female,60,Cosmetics,5,203.3,Cash,2022-12-23,1016.5
I181400,C136389,Male,28,Clothing,3,900.24,Cash,2022-11-18,2700.7200000000003
I273698,C331343,Female,19,Food & Beverage,4,20.92,Debit Card,2022-12-16,83.68
I208921,C952119,Male,43,Clothing,1,300.08,Cash,2022-12-28,300.08
I776638,C244618,Female,35,Cosmetics,1,40.66,Cash,2021-06-22,40.66
I239248,C339928,Female,37,Food & Beverage,1,5.23,Credit Card,2021-02-02,5.23
I170001,C911539,Female,19,Food & Beverage,4,20.92,Credit Card,2021-05-19,83.68
I258948,C239010,Male,35,Cosmetics,4,162.64,Cash,2021-09-15,650.56
I198780,C115331,Female,62,Souvenir,2,23.46,Debit Card,2023-01-10,46.92
I283268,C227490,Male,38,Food & Beverage,4,20.92,Credit Card,2021-03-09,83.68
I339592,C680258,Female,38,Clothing,3,900.24,Credit Card,2021-10-31,2700.7200000000003
I160138,C321574,Female,24,Cosmetics,1,40.66,Credit Card,2022-06-29,40.66
I166694,C162587,Female,28,Cosmetics,4,162.64,Credit Card,2021-05-10,650.56
