invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,total_sales
I124540,C136728,Male,55,Cosmetics,5,203.3,Cash,2021-11-23,1016.5
I241613,C277643,Female,49,Technology,3,3150.0,Credit Card,2023-02-01,9450.0
I103304,C266932,Female,21,Clothing,3,900.24,Cash,2021-09-04,2700.7200000000003
I146685,C317181,Female,68,Cosmetics,5,203.3,Cash,2021-06-20,1016.5
I177451,C172221,Male,23,Books,2,30.3,Cash,2023-02-17,60.6
I216900,C190578,Male,59,Clothing,1,300.08,Debit Card,2023-03-02,300.08
I249941,C172759,Female,39,Technology,5,5250.0,Credit Card,2022-04-26,26250.0
I139934,C324083,Female,37,Cosmetics,4,162.64,Credit Card,2021-01-09,650.56
I780122,C191759,Male,54,Clothing,2,600.16,Credit Card,2021-04-08,1200.32
I210929,C224351,Female,67,Clothing,5,1500.4,Debit Card,2022-05-16,7502.0
I151182,C987505,Female,48,Toys,2,71.68,Credit Card,2021-12-07,143.36
I801789,C257454,Male,49,Books,4,60.6,Credit Card,2022-06-01,242.4
I292600,C214115,Male,61,Cosmetics,4,162.64,Credit Card,2022-09-11,650.56
I170284,C128380,Female,48,Clothing,4,1200.32,Credit Card,2022-03-20,4801.28
I345082,C251191,Female,65,Shoes,4,2400.68,Credit Card,2022-07-06,9602.72
I625487,C500064,Female,67,Food & Beverage,1,5.23,Cash,2022-08-02,5.23
I158690,C250938,Female,62,Food & Beverage,1,5.23,Cash,2022-01-12,5.23
I189095,C156192,Male,63,Cosmetics,3,121.98,Credit Card,2023-01-23,365.94
I145697,C141032,Male,60,Food & Beverage,5,26.15,Cash,2021-12-06,130.75
I218417,C108572,Male,57,Food & Beverage,3,15.69,Cash,2022-09-09,47.07
I291423,C641750,Male,21,Food & Beverage,4,20.92,Credit Card,2022-11-08,83.68
I311123,C270556,Male,51,Cosmetics,2,81.32,Credit Card,2022-09-11,162.64
I274569,C748575,Male,25,Toys,1,35.84,Cash,2022-03-13,35.84
I139986,C262206,Male,51,Cosmetics,1,40.66,Cash,2022-06-22,40.66
I975265,C302580,Male,44,Cosmetics,2,81.32,Credit Card,2022-05-29,162.64
I695570,C128026,Male,33,Shoes,3,1800.51,Debit Card,2022-08-14,5401.53
I204081,C298267,Male,65,Shoes,4,2400.68,Cash,2022-05-24,9602.72
I314221,C266575,Male,43,Food & Beverage,3,15.69,Cash,2022-06-18,47.07
I147004,C284468,Male,22,Books,5,75.75,Cash,2022-07-04,378.75
I320242,C184925,Female,49,Technology,3,3150.0,Cash,2022-05-17,9450.0
I143083,C208096,Male,29,Shoes,5,3000.85,Debit Card,2022-09-14,15004.25
I153621,C483821,Male,47,Clothing,1,300.08,Cash,2021-08-24,300.08
I177092,C279806,Male,37,Clothing,3,900.24,Debit Card,2021-10-01,2700.7200000000003
I955952,C940873,Female,18,Souvenir,1,11.73,Cash,2021-07-27,11.73
I142239,C159128,Male,64,Clothing,3,900.24,Cash,2021-05-25,2700.7200000000003
I745304,C230849,Female,31,Souvenir,4,46.92,Debit Card,2023-01-15,187.68
I223144,C574815,Female,42,Clothing,1,300.08,Cash,2022-12-01,300.08
I138114,C287147,Male,27,Shoes,5,3000.85,Cash,2023-02-05,15004.25
I340888,C695245,Female,26,Toys,4,143.36,Cash,2021-03-29,573.44
I204005,C109959,Female,36,Books,2,30.3,Credit Card,2021-03-25,60.6
I318725,C189302,Male,19,Food & Beverage,3,15.69,Debit Card,2022-03-06,47.07
I301355,C310067,Female,68,Clothing,1,300.08,Cash,2021-08-17,300.08
I333555,C275973,Female,69,Clothing,3,900.24,Cash,2021-09-06,2700.7200000000003
I172651,C702850,Male,25,Clothing,4,1200.32,Cash,2023-02-10,4801.28
I688557,C129086,Female,62,Shoes,5,3000.85,Cash,2021-11-11,15004.25
I166846,C190404,Male,37,Food & Beverage,3,15.69,Cash,2022-09-23,47.07
I305229,C211824,Male,62,Food & Beverage,5,26.15,Credit Card,2022-03-22,130.75
I664543,C244807,Female,57,Cosmetics,2,81.32,Debit Card,2022-01-09,162.64
I236915,C319604,Male,41,Clothing,1,300.08,Cash,2022-10-23,300.08
I289940,C299299,Female,40,Shoes,4,2400.68,Debit Card,2021-01-22,9602.72
I630476,C259770,Male,66,Food & Beverage,1,5.23,Credit Card,2021-05-08,5.23
I157010,C213021,Male,41,Clothing,5,1500.4,Credit Card,2022-11-18,7502.0
I237728,C727354,Female,18,Cosmetics,4,162.64,Cash,2021-06-23,650.56
I249339,C109355,Male,58,Shoes,3,1800.51,Credit Card,2021-06-07,5401.53
I311965,C291630,Female,47,Food & Beverage,1,5.23,Cash,2022-02-28,5.23
I806418,C696165,Female,18,Clothing,2,600.16,Cash,2021-06-08,1200.32
I192356,C191914,Male,20,Food & Beverage,2,10.46,Cash,2021-09-25,20.92
I321900,C157135,Male,22,Toys,4,143.36,Credit Card,2023-02-03,573.44
I889108,C278215,Female,26,Food & Beverage,3,15.69,Cash,2021-02-23,47.07
I366032,C870383,Male,65,Shoes,2,1200.34,Credit Card,2022-02-07,2400.68
I320362,C424650,Male,20,Toys,5,179.2,Cash,2021-10-26,896.0
I118834,C124898,Female,37,Clothing,2,600.16,Cash,2022-12-27,1200.32
I151807,C179333,Female,24,Clothing,5,1500.4,Cash,2023-02-07,7502.0
I139731,C332259,Male,56,Cosmetics,4,162.64,Cash,2022-09-30,650.56
I131886,C314554,Male,31,Clothing,5,1500.4,Cash,2021-05-31,7502.0
I159303,C761720,Male,34,Food & Beverage,4,20.92,Credit Card,2021-07-25,83.68
I194942,C266950,Female,38,Shoes,4,2400.68,Debit Card,2023-01-10,9602.72
I643401,C108266,Male,35,Cosmetics,3,121.98,Debit Card,2022-06-17,365.94
I290848,C239041,Male,58,Cosmetics,1,40.66,Cash,2022-11-19,40.66
I783605,C311272,Female,46,Toys,2,71.68,Debit Card,2023-01-09,143.36
I704499,C295139,Male,68,Cosmetics,3,121.98,Cash,2022-03-10,365.94
I276561,C263604,Female,19,Cosmetics,5,203.3,Cash,2023-02-17,1016.5
I239286,C181773,Female,54,Books,5,75.75,Cash,2022-12-13,378.75
I104180,C123055,Female,27,Shoes,2,1200.34,Cash,2021-01-04,2400.68
I210998,C181697,Female,66,Toys,2,71.68,Credit Card,2021-12-22,143.36
I255109,C322058,Male,32,Clothing,5,1500.4,Credit Card,2022-01-24,7502.0
I211719,C110297,Male,66,Souvenir,4,46.92,Cash,2021-09-11,187.68
I141588,C388457,Female,50,Souvenir,4,46.92,Cash,2022-01-27,187.68
I698360,C275419,Male,22,Clothing,4,1200.32,Cash,2021-07-07,4801.28
I888371,C683831,Male,19,Cosmetics,5,203.3,Debit Card,2021-09-13,1016.5
I734969,C317506,Male,27,Shoes,2,1200.34,Credit Card,2023-03-03,2400.68
I401325,C224564,Male,51,Cosmetics,5,203.3,Cash,2022-10-07,1016.5
I200149,C743002,Male,21,Cosmetics,5,203.3,Cash,2022-11-23,1016.5
I181566,C492590,Male,65,Food & Beverage,2,10.46,Cash,2021-03-05,20.92
I661622,C337858,Female,60,Cosmetics,3,121.98,Cash,2022-01-29,365.94
I124219,C195755,Female,54,Clothing,3,900.24,Cash,2021-05-29,2700.7200000000003
I310480,C117410,Male,27,Clothing,2,600.16,Cash,2022-12-29,1200.32
I279548,C621322,Female,31,Clothing,5,1500.4,Cash,2022-08-11,7502.0
I786123,C151881,Male,25,Cosmetics,4,162.64,Cash,2021-11-24,650.56
I252020,C159435,Female,26,Food & Beverage,1,5.23,Cash,2021-06-14,5.23
I184535,C607830,Male,28,Clothing,4,1200.32,Cash,2022-02-22,4801.28
I891069,C184569,Female,68,Technology,1,1050.0,Debit Card,2022-01-02,1050.0
I550817,C125826,Female,57,Cosmetics,5,203.3,Debit Card,2022-09-01,1016.5
I132376,C313873,Female,38,Cosmetics,4,162.64,Credit Card,2022-10-05,650.56
I117791,C227630,Male,48,Clothing,2,600.16,Credit Card,2022-06-15,1200.32
I779290,C111245,Female,25,Souvenir,1,11.73,Cash,2021-04-04,11.73
I918373,C458499,Female,29,Clothing,3,900.24,Credit Card,2022-12-01,2700.7200000000003
I565929,C315821,Male,36,Souvenir,1,11.73,Cash,2023-01-07,11.73
I304100,C752710,Female,20,Clothing,1,300.08,Cash,2022-07-05,300.08
I115895,C173377,Female,52,Food & Beverage,3,15.69,Credit Card,2021-03-24,47.07
I895179,C187208,Female,45,Food & Beverage,1,5.23,Debit Card,2021-03-06,5.23
I152085,C251681,Male,34,Food & Beverage,2,10.46,Debit Card,2022-09-12,20.92
I116350,C291322,Female,37,Clothing,3,900.24,Cash,2022-10-15,2700.7200000000003
I327945,C228202,Female,29,Food & Beverage,3,15.69,Cash,2022-11-01,47.07
I319573,C255944,Male,62,Food & Beverage,4,20.92,Cash,2022-10-21,83.68
I488712,C288057,Female,46,Clothing,3,900.24,Credit Card,2021-04-22,2700.7200000000003
I312000,C164985,Female,18,Food & Beverage,3,15.69,Debit Card,2021-08-23,47.07
I275414,C250000,Female,56,Toys,4,143.36,Credit Card,2021-03-25,573.44
I277736,C477854,Female,25,Cosmetics,5,203.3,Cash,2021-05-27,1016.5
I737849,C176067,Female,52,Clothing,4,1200.32,Cash,2021-12-08,4801.28
I204163,C143452,Female,50,Shoes,2,1200.34,Cash,2021-06-23,2400.68
I139376,C115765,Male,18,Technology,1,1050.0,Cash,2022-03-11,1050.0
I678515,C383517,Male,59,Food & Beverage,4,20.92,Credit Card,2022-06-06,83.68
I323647,C874898,Female,41,Clothing,2,600.16,Debit Card,2021-11-05,1200.32
I227328,C251899,Male,68,Clothing,4,1200.32,Debit Card,2021-01-10,4801.28
I224220,C607098,Female,68,Food & Beverage,2,10.46,Cash,2021-06-03,20.92
I302786,C138744,Male,53,Food & Beverage,2,10.46,Cash,2021-10-04,20.92
I329316,C140487,Female,63,Books,2,30.3,Credit Card,2021-03-27,60.6
I779307,C279057,Female,28,Toys,4,143.36,Cash,2021-06-25,573.44
I324964,C193832,Male,31,Shoes,1,600.17,Debit Card,2021-04-27,600.17
I705271,C256850,Female,20,Food & Beverage,3,15.69,Cash,2021-12-06,47.07
I222925,C235613,Female,68,Clothing,1,300.08,Cash,2022-09-10,300.08
I949604,C211611,Female,40,Shoes,5,3000.85,Cash,2021-01-10,15004.25
I274935,C201422,Male,23,Toys,5,179.2,Credit Card,2022-09-24,896.0
I137706,C213260,Male,59,Shoes,2,1200.34,Credit Card,2022-05-11,2400.68
I333486,C468689,Male,37,Shoes,1,600.17,Cash,2022-11-10,600.17
I329021,C141758,Male,19,Cosmetics,1,40.66,Cash,2022-10-23,40.66
I520730,C560403,Female,62,Technology,4,4200.0,Cash,2022-03-10,16800.0
I274804,C120312,Female,43,Clothing,4,1200.32,Debit Card,2021-02-03,4801.28
I320235,C313570,Male,53,Cosmetics,3,121.98,Credit Card,2022-07-29,365.94
I596210,C150566,Female,67,Cosmetics,5,203.3,Cash,2023-02-25,1016.5
I173509,C283463,Female,62,Technology,5,5250.0,Debit Card,2022-09-06,26250.0
I139535,C266493,Male,49,Books,4,60.6,Credit Card,2021-01-02,242.4
I122753,C258047,Male,34,Clothing,2,600.16,Cash,2023-03-05,1200.32
I165735,C283145,Male,65,Toys,1,35.84,Cash,2022-08-07,35.84
I273155,C127599,Male,21,Cosmetics,2,81.32,Credit Card,2021-03-15,162.64
I270009,C219160,Male,58,Toys,4,143.36,Cash,2022-07-29,573.44
I151449,C236435,Female,33,Clothing,3,900.24,Cash,2022-01-11,2700.7200000000003
I866359,C338491,Female,28,Technology,2,2100.0,Cash,2021-03-14,4200.0
I260928,C199472,Male,57,Food & Beverage,4,20.92,Cash,2022-11-16,83.68
I184497,C147580,Male,46,Shoes,1,600.17,Cash,2021-09-08,600.17
I209135,C339821,Male,24,Clothing,2,600.16,Debit Card,2022-08-25,1200.32
I145802,C386188,Male,38,Cosmetics,3,121.98,Cash,2022-12-20,365.94
I103028,C243168,Female,22,Toys,4,143.36,Credit Card,2021-08-24,573.44
I203471,C290804,Female,48,Shoes,3,1800.51,Cash,2023-01-30,5401.53
I132832,C129100,Female,34,Clothing,2,600.16,Cash,2021-03-21,1200.32
I160099,C273135,Male,29,Shoes,5,3000.85,Debit Card,2022-01-31,15004.25
I265916,C387112,Male,52,Toys,1,35.84,Cash,2021-09-30,35.84
I220364,C320290,Male,35,Food & Beverage,4,20.92,Credit Card,2022-04-18,83.68
I290618,C314049,Male,21,Books,3,45.45,Cash,2023-02-12,136.35000000000002
I662255,C215855,Female,55,Technology,4,4200.0,Credit Card,2023-02-16,16800.0
I319503,C145709,Female,47,Clothing,2,600.16,Cash,2022-10-24,1200.32
I433298,C272847,Female,34,Toys,1,35.84,Debit Card,2022-04-20,35.84
I194859,C300738,Female,38,Food & Beverage,4,20.92,Credit Card,2021-05-10,83.68
I127232,C323852,Female,39,Clothing,3,900.24,Credit Card,2021-12-20,2700.7200000000003
I722780,C740276,Male,64,Technology,4,4200.0,Credit Card,2022-01-21,16800.0
I336418,C108876,Male,36,Clothing,2,600.16,Credit Card,2021-02-25,1200.32
I235154,C326375,Female,56,Clothing,4,1200.32,Debit Card,2021-06-27,4801.28
I107990,C329748,Female,18,Clothing,1,300.08,Cash,2022-07-01,300.08
I193968,C214685,Male,53,Food & Beverage,5,26.15,Cash,2021-04-26,130.75
I778155,C532571,Male,67,Toys,4,143.36,Credit Card,2022-09-05,573.44
I904111,C114775,Male,40,Clothing,2,600.16,Cash,2021-03-03,1200.32
I223537,C295827,Female,60,Cosmetics,5,203.3,Credit Card,2021-12-20,1016.5
I214272,C246352,Male,22,Cosmetics,3,121.98,Cash,2022-10-05,365.94
I121001,C231692,Female,25,Cosmetics,4,162.64,Cash,2021-02-27,650.56
I235718,C307840,Female,53,Food & Beverage,2,10.46,Credit Card,2023-02-16,20.92
I230061,C209626,Female,56,Food & Beverage,1,5.23,Credit Card,2022-01-25,5.23
I169618,C280836,Female,61,Books,1,15.15,Cash,2022-12-09,15.15
I191743,C297788,Female,40,Food & Beverage,3,15.69,Credit Card,2022-12-31,47.07
I491795,C309486,Male,57,Cosmetics,4,162.64,Debit Card,2023-01-20,650.56
I205082,C324770,Female,29,Clothing,3,900.24,Cash,2021-08-14,2700.7200000000003
I270804,C288017,Female,20,Cosmetics,3,121.98,Cash,2022-05-01,365.94
I103928,C933094,Female,58,Clothing,1,300.08,Cash,2021-04-12,300.08
I198815,C231583,Male,36,Clothing,5,1500.4,Credit Card,2023-01-09,7502.0
I319578,C199486,Male,31,Clothing,3,900.24,Credit Card,2021-05-04,2700.7200000000003
I228645,C100088,Female,30,Food & Beverage,1,5.23,Debit Card,2021-03-05,5.23
I112203,C195823,Female,48,Toys,4,143.36,Cash,2022-07-30,573.44
I256915,C663903,Male,21,Shoes,4,2400.68,Debit Card,2022-04-24,9602.72
I779370,C265397,Male,43,Cosmetics,2,81.32,Debit Card,2021-10-08,162.64
I251532,C146686,Female,60,Food & Beverage,5,26.15,Credit Card,2023-02-06,130.75
I152129,C806040,Female,69,Food & Beverage,4,20.92,Cash,2021-10-26,83.68
I178277,C310665,Female,61,Clothing,1,300.08,Cash,2021-06-11,300.08
I263280,C151929,Female,66,Clothing,4,1200.32,Debit Card,2022-08-06,4801.28
I880451,C251504,Female,37,Food & Beverage,2,10.46,Credit Card,2023-01-05,20.92
I248347,C320226,Female,54,Food & Beverage,4,20.92,Debit Card,2021-11-02,83.68
I640716,C568979,Female,34,Technology,2,2100.0,Cash,2022-12-17,4200.0
I268445,C447958,Female,63,Cosmetics,2,81.32,Credit Card,2021-04-03,162.64
I189444,C332096,Female,23,Books,1,15.15,Cash,2021-06-11,15.15
I181203,C175895,Female,22,Books,3,45.45,Credit Card,2022-02-04,136.35000000000002
I140509,C485708,Female,64,Toys,1,35.84,Credit Card,2022-08-13,35.84
I877536,C222822,Female,45,Toys,4,143.36,Credit Card,2021-09-21,573.44
I143635,C997495,Female,62,Food & Beverage,3,15.69,Cash,2021-04-09,47.07
I919117,C200657,Male,47,Clothing,1,300.08,Credit Card,2022-09-28,300.08
I125021,C757592,Female,48,Clothing,5,1500.4,Cash,2022-11-16,7502.0
I300762,C919738,Female,19,Clothing,2,600.16,Cash,2022-05-01,1200.32
I157201,C241827,Female,42,Clothing,4,1200.32,Credit Card,2021-04-11,4801.28
I199070,C127773,Male,57,Food & Beverage,2,10.46,Credit Card,2021-05-31,20.92
I291316,C275605,Male,31,Cosmetics,5,203.3,Credit Card,2022-02-03,1016.5
I176904,C255201,Male,49,Shoes,2,1200.34,Credit Card,2022-06-23,2400.68
I132427,C176333,Male,45,Clothing,5,1500.4,Credit Card,2023-01-24,7502.0
I819332,C186385,Male,37,Clothing,2,600.16,Credit Card,2022-04-29,1200.32
I138763,C207520,Female,50,Cosmetics,4,162.64,Cash,2021-09-01,650.56
I814972,C797422,Female,68,Toys,2,71.68,Cash,2023-01-15,143.36
I284653,C159173,Female,34,Cosmetics,3,121.98,Credit Card,2022-11-18,365.94
I900313,C214943,Male,20,Toys,3,107.52,Cash,2021-09-22,322.56
I310900,C668744,Male,35,Clothing,2,600.16,Cash,2021-12-02,1200.32
I318232,C110629,Male,50,Cosmetics,2,81.32,Debit Card,2022-06-02,162.64
I208681,C765407,Male,40,Clothing,1,300.08,Credit Card,2021-09-13,300.08
I470653,C206945,Female,18,Clothing,2,600.16,Debit Card,2022-03-27,1200.32
I326119,C195879,Male,41,Cosmetics,1,40.66,Cash,2021-11-30,40.66
I376028,C327582,Female,45,Toys,5,179.2,Credit Card,2022-04-12,896.0
I295649,C189615,Female,18,Souvenir,3,35.19,Credit Card,2021-03-28,105.57
I241789,C296542,Female,35,Clothing,4,1200.32,Cash,2021-04-15,4801.28
I309696,C268694,Female,36,Souvenir,3,35.19,Debit Card,2021-09-16,105.57
I313084,C182654,Female,23,Souvenir,5,58.65,Credit Card,2022-09-19,293.25
I261798,C271076,Female,21,Cosmetics,1,40.66,Credit Card,2023-01-30,40.66
I154296,C153111,Female,34,Toys,1,35.84,Cash,2022-08-26,35.84
I219818,C436320,Female,42,Technology,1,1050.0,Cash,2022-02-06,1050.0
I314839,C255465,Male,31,Clothing,3,900.24,Credit Card,2022-03-11,2700.7200000000003
I731700,C153432,Female,43,Food & Beverage,5,26.15,Cash,2023-02-16,130.75
I249730,C800294,Male,26,Clothing,5,1500.4,Credit Card,2022-09-25,7502.0
I320191,C121452,Female,65,Cosmetics,3,121.98,Debit Card,2021-12-04,365.94
I229475,C521757,Female,35,Clothing,5,1500.4,Credit Card,2022-10-31,7502.0
I316406,C860327,Female,38,Shoes,1,600.17,Credit Card,2023-02-21,600.17
I212980,C278675,Male,35,Souvenir,4,46.92,Cash,2022-12-18,187.68
I657923,C139336,Female,40,Toys,5,179.2,Cash,2023-01-06,896.0
I246290,C318594,Female,50,Shoes,1,600.17,Credit Card,2023-02-27,600.17
I218632,C296387,Female,63,Food & Beverage,4,20.92,Credit Card,2022-04-21,83.68
I710349,C955910,Female,49,Clothing,5,1500.4,Cash,2021-04-18,7502.0
I237394,C313433,Female,60,Clothing,1,300.08,Credit Card,2021-09-01,300.08
I398585,C250083,Female,44,Toys,1,35.84,Cash,2023-03-03,35.84
I918483,C249360,Male,54,Food & Beverage,2,10.46,Credit Card,2021-06-17,20.92
I613045,C189196,Male,34,Food & Beverage,3,15.69,Cash,2022-04-19,47.07
I188250,C300270,Female,34,Shoes,2,1200.34,Credit Card,2022-11-18,2400.68
I326189,C319835,Male,22,Clothing,1,300.08,Debit Card,2022-12-16,300.08
I273341,C265986,Female,56,Clothing,2,600.16,Credit Card,2022-08-03,1200.32
I135154,C114224,Female,39,Clothing,3,900.24,Credit Card,2021-10-04,2700.7200000000003
I140842,C862887,Male,19,Technology,1,1050.0,Credit Card,2021-07-12,1050.0
I307660,C294280,Male,44,Food & Beverage,1,5.23,Cash,2022-08-15,5.23
I456872,C206157,Female,49,Shoes,5,3000.85,Cash,2021-06-08,15004.25
I213954,C236134,Female,32,Shoes,3,1800.51,Debit Card,2021-08-10,5401.53
I252422,C290958,Female,46,Technology,4,4200.0,Cash,2021-04-28,16800.0
I261562,C280230,Female,27,Food & Beverage,1,5.23,Cash,2022-07-14,5.23
I289283,C286121,Male,58,Clothing,1,300.08,Debit Card,2022-04-06,300.08
I303490,C157577,Female,49,Clothing,5,1500.4,Credit Card,2022-01-31,7502.0
I885040,C218458,Female,38,Clothing,4,1200.32,Cash,2022-08-06,4801.28
I136210,C203206,Female,60,Clothing,4,1200.32,Credit Card,2023-02-25,4801.28
I287683,C162370,Female,40,Cosmetics,1,40.66,Credit Card,2021-10-02,40.66
I287016,C632094,Female,38,Clothing,4,1200.32,Credit Card,2021-10-24,4801.28
I266467,C230520,Female,30,Shoes,1,600.17,Cash,2021-02-02,600.17
I137648,C280968,Female,42,Clothing,5,1500.4,Cash,2022-12-19,7502.0
I228403,C310102,Male,23,Clothing,3,900.24,Debit Card,2022-02-06,2700.7200000000003
I297266,C834572,Male,64,Toys,3,107.52,Cash,2022-07-11,322.56
I799483,C176433,Female,30,Clothing,1,300.08,Credit Card,2021-08-06,300.08
I156981,C160975,Female,26,Clothing,1,300.08,Cash,2021-07-02,300.08
I332489,C235518,Male,31,Cosmetics,1,40.66,Cash,2021-05-08,40.66
I291619,C298504,Female,56,Food & Beverage,3,15.69,Credit Card,2021-12-02,47.07
I298712,C793770,Female,37,Clothing,3,900.24,Cash,2022-04-20,2700.7200000000003
I202100,C431169,Male,19,Food & Beverage,2,10.46,Credit Card,2021-04-20,20.92
I212001,C910103,Female,66,Clothing,1,300.08,Cash,2021-10-14,300.08
I377708,C162255,Female,45,Shoes,3,1800.51,Debit Card,2022-07-26,5401.53
I328750,C240154,Male,55,Cosmetics,5,203.3,Cash,2021-06-03,1016.5
I333724,C199898,Female,49,Shoes,1,600.17,Cash,2022-02-04,600.17
I325702,C136522,Female,22,Clothing,3,900.24,Debit Card,2021-10-19,2700.7200000000003
I333452,C857841,Male,52,Food & Beverage,2,10.46,Cash,2021-05-01,20.92
I219005,C330911,Female,48,Clothing,1,300.08,Debit Card,2021-10-15,300.08
I126026,C237059,Female,46,Toys,4,143.36,Cash,2022-10-08,573.44
I259893,C182561,Male,64,Shoes,1,600.17,Cash,2022-08-04,600.17
I315982,C283368,Female,65,Clothing,2,600.16,Credit Card,2022-09-18,1200.32
I119577,C328226,Female,49,Clothing,3,900.24,Cash,2021-04-18,2700.7200000000003
I238118,C897943,Male,51,Cosmetics,5,203.3,Debit Card,2022-03-31,1016.5
I120511,C286345,Female,44,Clothing,5,1500.4,Cash,2021-10-23,7502.0
I121435,C262221,Male,46,Clothing,2,600.16,Credit Card,2022-11-17,1200.32
I380702,C268198,Female,30,Clothing,5,1500.4,Cash,2022-03-04,7502.0
I330751,C268825,Male,63,Clothing,1,300.08,Credit Card,2023-01-03,300.08
I674983,C130978,Female,39,Toys,2,71.68,Cash,2022-06-28,143.36
I103763,C187054,Female,55,Shoes,5,3000.85,Cash,2021-02-24,15004.25
I274477,C766746,Male,68,Toys,2,71.68,Cash,2022-08-30,143.36
I115396,C308114,Female,39,Food & Beverage,2,10.46,Credit Card,2022-04-13,20.92
I170493,C292068,Female,32,Books,5,75.75,Credit Card,2022-09-09,378.75
I813470,C323640,Female,21,Clothing,3,900.24,Cash,2021-04-15,2700.7200000000003
I173077,C193334,Male,59,Clothing,3,900.24,Cash,2022-07-21,2700.7200000000003
I232760,C420280,Female,50,Clothing,5,1500.4,Cash,2022-03-06,7502.0
I114391,C678230,Male,58,Clothing,5,1500.4,Debit Card,2022-09-05,7502.0
I114632,C143159,Female,48,Cosmetics,3,121.98,Credit Card,2021-03-28,365.94
I219887,C338543,Female,69,Clothing,1,300.08,Cash,2021-11-07,300.08
I168213,C293567,Male,57,Food & Beverage,1,5.23,Credit Card,2023-02-14,5.23
I148042,C202692,Female,68,Food & Beverage,2,10.46,Cash,2022-02-15,20.92
I359493,C983474,Male,18,Food & Beverage,2,10.46,Credit Card,2023-02-13,20.92
I261953,C196588,Female,41,Food & Beverage,3,15.69,Debit Card,2022-05-09,47.07
I321850,C135288,Male,43,Clothing,5,1500.4,Cash,2022-06-23,7502.0
I310770,C625764,Female,64,Souvenir,5,58.65,Debit Card,2022-08-05,293.25
I188563,C915317,Female,69,Souvenir,3,35.19,Cash,2022-05-06,105.57
I320948,C434692,Male,32,Shoes,2,1200.34,Cash,2021-05-29,2400.68
I168085,C240817,Male,21,Clothing,4,1200.32,Credit Card,2022-07-14,4801.28
I158964,C258752,Male,22,Clothing,2,600.16,Cash,2023-01-26,1200.32
I176423,C132435,Male,69,Food & Beverage,5,26.15,Credit Card,2022-07-21,130.75
I335216,C439153,Female,41,Food & Beverage,2,10.46,Cash,2021-08-04,20.92
I282893,C500518,Male,35,Books,4,60.6,Cash,2022-03-12,242.4
I851843,C207602,Female,68,Shoes,5,3000.85,Credit Card,2021-02-08,15004.25
I239599,C246884,Female,57,Technology,4,4200.0,Cash,2021-09-17,16800.0
I161766,C806958,Female,55,Cosmetics,1,40.66,Cash,2021-08-18,40.66
I163065,C261870,Female,64,Cosmetics,4,162.64,Debit Card,2021-03-01,650.56
I204199,C284623,Male,33,Food & Beverage,2,10.46,Debit Card,2021-11-02,20.92
I302417,C210093,Female,37,Toys,3,107.52,Cash,2022-08-29,322.56
I259532,C262849,Female,24,Souvenir,1,11.73,Credit Card,2022-03-23,11.73
I222838,C266108,Female,44,Toys,1,35.84,Debit Card,2022-07-17,35.84
I165553,C224453,Male,43,Clothing,1,300.08,Debit Card,2022-04-21,300.08
I110868,C960815,Female,22,Clothing,2,600.16,Cash,2021-04-04,1200.32
I240127,C130381,Male,50,Cosmetics,5,203.3,Cash,2021-05-01,1016.5
I418947,C387635,Male,67,Toys,3,107.52,Credit Card,2021-03-04,322.56
I757349,C214906,Female,19,Clothing,2,600.16,Credit Card,2022-04-22,1200.32
I315259,C303809,Female,41,Shoes,4,2400.68,Credit Card,2021-09-23,9602.72
I180982,C911297,Male,37,Cosmetics,4,162.64,Cash,2022-09-21,650.56
I274589,C430318,Female,39,Clothing,1,300.08,Debit Card,2021-10-08,300.08
I108531,C269930,Female,56,Shoes,1,600.17,Cash,2021-07-21,600.17
I203743,C222448,Female,26,Shoes,3,1800.51,Credit Card,2021-04-08,5401.53
I294808,C228925,Male,22,Cosmetics,1,40.66,Credit Card,2022-06-28,40.66
I261097,C198354,Female,34,Clothing,2,600.16,Credit Card,2023-02-02,1200.32
I488988,C500288,Male,48,Food & Beverage,1,5.23,Cash,2022-07-21,5.23
I270750,C459331,Male,34,Clothing,4,1200.32,Debit Card,2022-04-24,4801.28
I334618,C194015,Female,49,Toys,2,71.68,Debit Card,2021-02-11,143.36
I222751,C250236,Male,44,Toys,2,71.68,Debit Card,2021-12-21,143.36
I102377,C124677,Female,35,Clothing,3,900.24,Credit Card,2022-09-07,2700.7200000000003
I212500,C146289,Male,37,Books,1,15.15,Cash,2022-10-05,15.15
I256519,C464829,Female,68,Cosmetics,1,40.66,Cash,2022-08-03,40.66
I262054,C154591,Female,66,Clothing,5,1500.4,Debit Card,2022-03-29,7502.0
I192276,C238857,Male,43,Toys,5,179.2,Cash,2022-01-10,896.0
I254256,C181126,Female,66,Technology,4,4200.0,Cash,2022-10-04,16800.0
I306702,C166900,Male,42,Cosmetics,3,121.98,Debit Card,2022-03-15,365.94
I275944,C181295,Female,56,Food & Beverage,5,26.15,Debit Card,2021-11-01,130.75
I181880,C321393,Male,53,Shoes,4,2400.68,Debit Card,2021-04-28,9602.72
I118562,C200601,Male,52,Clothing,2,600.16,Debit Card,2021-02-12,1200.32
I311315,C212452,Female,52,Books,3,45.45,Credit Card,2021-11-24,136.35000000000002
I201946,C690351,Male,25,Clothing,4,1200.32,Cash,2021-12-17,4801.28
