invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_sales
I167132,C518115,Female,65,Food & Beverage,3,15.69,Cash,2021-11-27,Metropol AVM,47.07
I248993,C733811,Female,44,Cosmetics,1,40.66,Cash,2023-01-06,Mall of Istanbul,40.66
I540368,C136998,Male,43,Food & Beverage,3,15.69,Credit Card,2023-02-21,Cevahir AVM,47.07
I688093,C166721,Female,18,Clothing,3,900.24,Cash,2022-04-04,Metrocity,2700.7200000000003
I219992,C171661,Female,31,Technology,5,5250.0,Credit Card,2022-12-18,Istinye Park,26250.0
I307035,C599287,Male,20,Food & Beverage,4,20.92,Cash,2021-01-09,Cevahir AVM,83.68
I122162,C236513,Female,62,Clothing,5,1500.4,Credit Card,2021-11-11,Metrocity,7502.0
I129667,C304261,Female,30,Food & Beverage,5,26.15,Debit Card,2021-09-17,Metropol AVM,130.75
I797772,C675087,Female,62,Technology,5,5250.0,Credit Card,2022-06-17,Viaport Outlet,26250.0
I216186,C958356,Male,48,Souvenir,2,23.46,Cash,2022-11-24,Kanyon,46.92
I144833,C356103,Male,20,Clothing,2,600.16,Cash,2021-02-02,Kanyon,1200.32
I812323,C126443,Male,50,Clothing,4,1200.32,Debit Card,2021-01-29,Viaport Outlet,4801.28
I218745,C133409,Male,67,Food & Beverage,4,20.92,Credit Card,2021-08-04,Zorlu Center,83.68
I242118,C487541,Female,18,Cosmetics,3,121.98,Credit Card,2021-03-27,Metropol AVM,365.94
I448632,C117208,Male,54,Cosmetics,4,162.64,Debit Card,2021-08-29,Metrocity,650.56
I215275,C287085,Female,35,Clothing,4,1200.32,Credit Card,2022-04-30,Metrocity,4801.28
I177185,C481851,Male,61,Shoes,4,2400.68,Credit Card,2021-03-03,Mall of Istanbul,9602.72
I182185,C105221,Male,62,Clothing,3,900.24,Cash,2022-10-31,Emaar Square Mall,2700.7200000000003
I114877,C110871,Female,61,Technology,2,2100.0,Credit Card,2021-03-06,Mall of Istanbul,4200.0
I153642,C333479,Male,44,Clothing,4,1200.32,Cash,2022-04-08,Mall of Istanbul,4801.28
I159784,C252344,Male,62,Clothing,5,1500.4,Debit Card,2021-09-12,Kanyon,7502.0
I216741,C227103,Female,52,Cosmetics,2,81.32,Debit Card,2022-06-22,Mall of Istanbul,162.64
I317836,C308595,Female,56,Cosmetics,2,81.32,Credit Card,2023-02-01,Emaar Square Mall,162.64
I278443,C107693,Male,48,Cosmetics,5,203.3,Debit Card,2022-06-15,Zorlu Center,1016.5
I198241,C107863,Female,27,Clothing,5,1500.4,Cash,2022-09-11,Forum Istanbul,7502.0
I225896,C245906,Female,57,Shoes,2,1200.34,Credit Card,2023-01-14,Kanyon,2400.68
I218296,C552506,Male,34,Cosmetics,3,121.98,Credit Card,2022-08-28,Metrocity,365.94
I213434,C534657,Male,50,Food & Beverage,2,10.46,Debit Card,2021-01-20,Istinye Park,20.92
I259580,C173724,Male,24,Books,4,60.6,Cash,2022-04-17,Metrocity,242.4
I334830,C183427,Female,30,Shoes,2,1200.34,Cash,2023-02-26,Kanyon,2400.68
I803205,C273681,Female,41,Clothing,1,300.08,Debit Card,2022-09-20,Cevahir AVM,300.08
I120752,C237194,Male,43,Clothing,3,900.24,Credit Card,2022-06-14,Emaar Square Mall,2700.7200000000003
I323062,C197742,Male,66,Clothing,5,1500.4,Debit Card,2022-11-19,Metrocity,7502.0
I920767,C978327,Female,32,Clothing,4,1200.32,Debit Card,2021-12-27,Metrocity,4801.28
I150450,C162058,Male,57,Food & Beverage,3,15.69,Debit Card,2021-07-15,Istinye Park,47.07
I194611,C145751,Female,31,Technology,4,4200.0,Credit Card,2023-01-14,Metrocity,16800.0
I171857,C901393,Female,51,Cosmetics,1,40.66,Cash,2021-02-06,Emaar Square Mall,40.66
I117619,C163788,Female,25,Cosmetics,5,203.3,Cash,2021-05-03,Istinye Park,1016.5
I277643,C904594,Female,42,Clothing,2,600.16,Debit Card,2021-10-21,Mall of Istanbul,1200.32
I204091,C280574,Female,52,Clothing,3,900.24,Credit Card,2021-08-22,Kanyon,2700.7200000000003
I327766,C884188,Female,35,Cosmetics,5,203.3,Credit Card,2022-10-02,Zorlu Center,1016.5
I257593,C160977,Male,66,Food & Beverage,3,15.69,Cash,2021-12-19,Mall of Istanbul,47.07
I191261,C154781,Male,61,Books,5,75.75,Cash,2021-04-27,Mall of Istanbul,378.75
I300877,C142703,Male,65,Clothing,3,900.24,Cash,2021-04-23,Metrocity,2700.7200000000003
I865238,C271766,Female,59,Technology,2,2100.0,Credit Card,2021-09-01,Mall of Istanbul,4200.0
I182899,C333689,Female,47,Clothing,5,1500.4,Cash,2022-10-13,Mall of Istanbul,7502.0
I248433,C213634,Female,40,Cosmetics,4,162.64,Credit Card,2021-12-04,Forum Istanbul,650.56
I277009,C296403,Male,39,Toys,1,35.84,Credit Card,2022-02-03,Metropol AVM,35.84
I312180,C150600,Female,33,Food & Beverage,1,5.23,Cash,2022-06-13,Zorlu Center,5.23
I200619,C179362,Male,36,Food & Beverage,4,20.92,Cash,2022-03-08,Kanyon,83.68
I460275,C336844,Male,28,Toys,3,107.52,Cash,2022-04-18,Forum Istanbul,322.56
I327051,C169084,Male,30,Clothing,5,1500.4,Cash,2022-09-28,Metropol AVM,7502.0
I179152,C274144,Female,29,Books,1,15.15,Credit Card,2022-09-23,Kanyon,15.15
I373981,C231452,Female,67,Toys,1,35.84,Debit Card,2021-12-09,Cevahir AVM,35.84
I945296,C133834,Male,51,Food & Beverage,3,15.69,Credit Card,2021-07-19,Mall of Istanbul,47.07
I371913,C308024,Female,62,Books,2,30.3,Debit Card,2021-10-07,Kanyon,60.6
I606729,C170393,Male,60,Food & Beverage,3,15.69,Credit Card,2022-04-27,Mall of Istanbul,47.07
I270551,C237139,Male,18,Clothing,3,900.24,Debit Card,2022-02-22,Mall of Istanbul,2700.7200000000003
I338051,C303675,Female,56,Cosmetics,3,121.98,Credit Card,2021-03-03,Metrocity,365.94
I965315,C778078,Male,44,Clothing,1,300.08,Cash,2021-03-25,Istinye Park,300.08
I578057,C218440,Female,45,Technology,3,3150.0,Credit Card,2022-06-23,Istinye Park,9450.0
I785104,C178509,Male,49,Shoes,4,2400.68,Cash,2021-05-07,Istinye Park,9602.72
I174079,C320558,Female,24,Cosmetics,3,121.98,Credit Card,2021-03-06,Kanyon,365.94
I266792,C188701,Female,21,Shoes,2,1200.34,Debit Card,2021-05-29,Istinye Park,2400.68
I204286,C227581,Female,42,Cosmetics,2,81.32,Credit Card,2021-08-17,Emaar Square Mall,162.64
I314242,C124284,Female,50,Clothing,3,900.24,Debit Card,2021-07-04,Mall of Istanbul,2700.7200000000003
I162874,C187872,Female,67,Food & Beverage,5,26.15,Cash,2022-12-09,Metrocity,130.75
I319924,C154885,Male,18,Cosmetics,3,121.98,Debit Card,2022-11-04,Mall of Istanbul,365.94
I126442,C494959,Female,40,Food & Beverage,3,15.69,Debit Card,2022-05-04,Zorlu Center,47.07
I841472,C275505,Female,33,Books,1,15.15,Cash,2022-07-08,Emaar Square Mall,15.15
I189915,C276014,Female,69,Food & Beverage,4,20.92,Debit Card,2021-12-19,Kanyon,83.68
I329505,C152225,Female,36,Food & Beverage,3,15.69,Cash,2021-10-14,Istinye Park,47.07
I814622,C590459,Female,30,Books,5,75.75,Credit Card,2021-02-14,Kanyon,378.75
I635969,C579381,Female,29,Toys,4,143.36,Credit Card,2022-07-29,Metrocity,573.44
I835928,C290142,Female,53,Toys,1,35.84,Credit Card,2021-10-22,Metropol AVM,35.84
I201767,C266273,Female,53,Food & Beverage,2,10.46,Cash,2021-08-31,Kanyon,20.92
I713547,C336224,Female,50,Clothing,2,600.16,Credit Card,2023-02-04,Kanyon,1200.32
I301832,C221892,Female,42,Shoes,2,1200.34,Cash,2021-11-16,Istinye Park,2400.68
I177990,C235620,Female,52,Books,4,60.6,Cash,2022-09-19,Viaport Outlet,242.4
I183192,C291650,Female,22,Clothing,2,600.16,Credit Card,2022-05-11,Metropol AVM,1200.32
I121564,C114758,Female,50,Shoes,3,1800.51,Credit Card,2022-04-19,Cevahir AVM,5401.53
I245003,C542315,Male,41,Toys,4,143.36,Credit Card,2022-11-08,Cevahir AVM,573.44
I201374,C317283,Female,63,Clothing,1,300.08,Debit Card,2022-05-30,Metrocity,300.08
I296150,C262100,Female,26,Clothing,1,300.08,Debit Card,2021-08-23,Cevahir AVM,300.08
I248102,C104055,Female,25,Cosmetics,5,203.3,Credit Card,2022-09-22,Metrocity,1016.5
I313136,C268199,Male,21,Toys,4,143.36,Cash,2022-04-04,Metropol AVM,573.44
I130233,C209616,Female,66,Clothing,3,900.24,Credit Card,2021-12-27,Viaport Outlet,2700.7200000000003
I239061,C684150,Female,52,Souvenir,2,23.46,Debit Card,2021-01-11,Kanyon,46.92
I333160,C747516,Female,57,Shoes,4,2400.68,Cash,2021-12-30,Viaport Outlet,9602.72
I487835,C234312,Female,66,Books,4,60.6,Credit Card,2022-07-23,Kanyon,242.4
I295754,C300763,Male,51,Clothing,1,300.08,Debit Card,2022-09-19,Forum Istanbul,300.08
I866357,C254260,Female,20,Clothing,1,300.08,Debit Card,2022-05-29,Mall of Istanbul,300.08
I151193,C320520,Female,50,Cosmetics,5,203.3,Debit Card,2021-09-18,Viaport Outlet,1016.5
I237675,C242279,Male,46,Cosmetics,1,40.66,Cash,2023-01-17,Forum Istanbul,40.66
I638559,C329888,Male,21,Food & Beverage,3,15.69,Debit Card,2021-11-18,Kanyon,47.07
I121874,C255449,Male,65,Books,4,60.6,Cash,2021-07-06,Metrocity,242.4
I186204,C277343,Female,41,Clothing,4,1200.32,Debit Card,2022-04-15,Kanyon,4801.28
I190932,C303244,Female,41,Food & Beverage,1,5.23,Cash,2022-05-10,Istinye Park,5.23
I154374,C138054,Male,45,Food & Beverage,3,15.69,Debit Card,2023-02-11,Cevahir AVM,47.07
I120821,C229105,Male,50,Shoes,5,3000.85,Credit Card,2022-12-10,Mall of Istanbul,15004.25
I209861,C285073,Female,36,Souvenir,2,23.46,Credit Card,2023-02-16,Metropol AVM,46.92
I137437,C655903,Female,56,Books,1,15.15,Credit Card,2023-02-08,Metropol AVM,15.15
I124292,C217284,Female,51,Clothing,4,1200.32,Cash,2021-08-18,Istinye Park,4801.28
I202099,C248659,Female,22,Toys,1,35.84,Debit Card,2021-03-06,Emaar Square Mall,35.84
I605618,C317257,Male,54,Food & Beverage,4,20.92,Debit Card,2022-10-18,Emaar Square Mall,83.68
I481152,C338638,Female,50,Toys,2,71.68,Credit Card,2023-01-18,Mall of Istanbul,143.36
I251783,C202461,Male,65,Food & Beverage,2,10.46,Debit Card,2021-02-19,Kanyon,20.92
I141962,C323712,Male,39,Cosmetics,4,162.64,Cash,2023-02-15,Kanyon,650.56
I831646,C244006,Male,37,Clothing,2,600.16,Cash,2022-08-11,Mall of Istanbul,1200.32
I309448,C734123,Male,38,Toys,2,71.68,Debit Card,2022-09-20,Mall of Istanbul,143.36
I252254,C108738,Male,68,Clothing,3,900.24,Cash,2022-12-28,Kanyon,2700.7200000000003
I868204,C208743,Male,45,Technology,2,2100.0,Cash,2021-05-21,Viaport Outlet,4200.0
I683868,C324367,Female,36,Souvenir,5,58.65,Credit Card,2022-12-17,Mall of Istanbul,293.25
I156230,C685059,Female,59,Food & Beverage,4,20.92,Credit Card,2021-08-21,Cevahir AVM,83.68
I859391,C150705,Male,55,Cosmetics,4,162.64,Debit Card,2021-02-08,Istinye Park,650.56
I178116,C169696,Male,23,Clothing,2,600.16,Debit Card,2023-02-06,Istinye Park,1200.32
I321723,C543412,Female,40,Clothing,1,300.08,Cash,2022-09-14,Istinye Park,300.08
I281567,C314105,Female,28,Clothing,4,1200.32,Cash,2022-06-30,Kanyon,4801.28
I299455,C947090,Female,62,Shoes,1,600.17,Cash,2022-03-06,Metrocity,600.17
I325193,C190667,Male,18,Toys,1,35.84,Cash,2022-06-21,Metrocity,35.84
I774980,C186115,Female,64,Food & Beverage,4,20.92,Credit Card,2022-03-22,Kanyon,83.68
I168328,C176656,Female,57,Clothing,5,1500.4,Cash,2022-07-22,Mall of Istanbul,7502.0
I106584,C935895,Female,57,Shoes,1,600.17,Cash,2022-07-08,Mall of Istanbul,600.17
I277417,C188170,Male,50,Food & Beverage,4,20.92,Debit Card,2021-03-18,Zorlu Center,83.68
I279756,C237663,Male,68,Cosmetics,2,81.32,Cash,2022-01-07,Metrocity,162.64
I612265,C281942,Male,19,Shoes,2,1200.34,Credit Card,2022-01-29,Metropol AVM,2400.68
I201383,C167029,Female,59,Toys,5,179.2,Cash,2021-09-06,Mall of Istanbul,896.0
I298970,C136756,Male,32,Clothing,4,1200.32,Cash,2022-01-21,Forum Istanbul,4801.28
I814735,C230491,Female,35,Technology,2,2100.0,Credit Card,2021-08-01,Emaar Square Mall,4200.0
I645993,C138959,Female,18,Cosmetics,3,121.98,Cash,2021-05-20,Kanyon,365.94
I258808,C261339,Male,18,Clothing,5,1500.4,Credit Card,2021-02-07,Metrocity,7502.0
I278370,C731570,Male,18,Toys,4,143.36,Debit Card,2021-03-07,Mall of Istanbul,573.44
I668807,C315703,Female,28,Books,2,30.3,Cash,2021-07-10,Metrocity,60.6
I703180,C266729,Male,62,Clothing,1,300.08,Cash,2022-02-20,Viaport Outlet,300.08
I778398,C474899,Female,50,Clothing,2,600.16,Credit Card,2022-06-16,Kanyon,1200.32
I879607,C263019,Male,27,Cosmetics,3,121.98,Cash,2021-08-04,Cevahir AVM,365.94
I201089,C970000,Male,66,Clothing,3,900.24,Cash,2021-11-14,Mall of Istanbul,2700.7200000000003
I134166,C254908,Male,32,Cosmetics,5,203.3,Debit Card,2022-12-08,Mall of Istanbul,1016.5
I489564,C104286,Male,57,Food & Beverage,4,20.92,Cash,2021-03-10,Mall of Istanbul,83.68
I316504,C110839,Male,23,Clothing,3,900.24,Cash,2021-01-18,Kanyon,2700.7200000000003
I803025,C212735,Male,50,Food & Beverage,2,10.46,Debit Card,2023-01-28,Kanyon,20.92
I304116,C250398,Male,60,Books,2,30.3,Debit Card,2022-07-29,Istinye Park,60.6
I117767,C156455,Female,24,Clothing,1,300.08,Cash,2021-06-29,Forum Istanbul,300.08
I336355,C103992,Male,48,Souvenir,2,23.46,Debit Card,2021-06-23,Emaar Square Mall,46.92
I157919,C120387,Female,61,Clothing,2,600.16,Credit Card,2021-02-06,Istinye Park,1200.32
I334159,C109915,Male,55,Clothing,5,1500.4,Cash,2021-01-06,Kanyon,7502.0
I318249,C244266,Female,19,Clothing,3,900.24,Debit Card,2023-01-14,Zorlu Center,2700.7200000000003
I226371,C311355,Female,40,Souvenir,2,23.46,Cash,2023-02-01,Kanyon,46.92
I533793,C198422,Female,30,Souvenir,5,58.65,Cash,2022-02-19,Cevahir AVM,293.25
I752441,C111914,Female,69,Toys,4,143.36,Credit Card,2021-06-14,Metropol AVM,573.44
I287932,C310276,Female,23,Souvenir,5,58.65,Credit Card,2022-02-15,Mall of Istanbul,293.25
I232900,C275465,Female,69,Clothing,5,1500.4,Credit Card,2022-11-01,Zorlu Center,7502.0
I315737,C145716,Female,18,Souvenir,4,46.92,Cash,2022-03-05,Metrocity,187.68
I118258,C288084,Male,26,Souvenir,5,58.65,Debit Card,2021-10-20,Kanyon,293.25
I748909,C255991,Male,32,Clothing,3,900.24,Debit Card,2022-02-10,Istinye Park,2700.7200000000003
I388085,C431665,Male,49,Food & Beverage,2,10.46,Credit Card,2022-01-05,Cevahir AVM,20.92
I121521,C142565,Female,45,Clothing,5,1500.4,Cash,2021-05-08,Kanyon,7502.0
I154993,C273594,Female,65,Food & Beverage,2,10.46,Cash,2022-12-08,Istinye Park,20.92
I283458,C139637,Female,63,Clothing,4,1200.32,Cash,2021-07-23,Mall of Istanbul,4801.28
I821297,C155675,Male,56,Clothing,5,1500.4,Cash,2022-08-01,Kanyon,7502.0
I149828,C107267,Female,28,Clothing,1,300.08,Debit Card,2023-01-15,Viaport Outlet,300.08
I326460,C305673,Female,66,Clothing,4,1200.32,Cash,2022-10-02,Istinye Park,4801.28
I299253,C265636,Female,21,Food & Beverage,3,15.69,Credit Card,2021-03-23,Emaar Square Mall,47.07
I213854,C543770,Female,19,Toys,4,143.36,Credit Card,2022-11-20,Istinye Park,573.44
I211888,C277108,Female,62,Books,5,75.75,Debit Card,2023-02-21,Mall of Istanbul,378.75
I130886,C175890,Male,23,Clothing,4,1200.32,Debit Card,2021-06-29,Istinye Park,4801.28
I259099,C164761,Male,34,Cosmetics,2,81.32,Cash,2022-09-01,Mall of Istanbul,162.64
I141568,C318499,Male,52,Clothing,2,600.16,Cash,2021-07-25,Zorlu Center,1200.32
I194165,C268802,Male,68,Clothing,2,600.16,Credit Card,2022-05-21,Mall of Istanbul,1200.32
I175533,C297065,Female,62,Shoes,4,2400.68,Credit Card,2021-05-02,Zorlu Center,9602.72
I220147,C111604,Male,41,Food & Beverage,2,10.46,Credit Card,2021-09-11,Mall of Istanbul,20.92
I456326,C523384,Female,52,Food & Beverage,5,26.15,Debit Card,2021-09-04,Viaport Outlet,130.75
I797811,C232555,Male,64,Clothing,5,1500.4,Cash,2021-12-15,Metrocity,7502.0
I105994,C312942,Male,43,Technology,5,5250.0,Credit Card,2022-07-26,Kanyon,26250.0
I888820,C292787,Male,29,Clothing,1,300.08,Credit Card,2021-03-14,Zorlu Center,300.08
I971455,C822256,Female,37,Clothing,3,900.24,Debit Card,2023-02-25,Kanyon,2700.7200000000003
I314901,C285424,Female,64,Technology,5,5250.0,Cash,2022-07-14,Viaport Outlet,26250.0
I327269,C791052,Female,44,Clothing,3,900.24,Cash,2022-01-10,Kanyon,2700.7200000000003
I127320,C371686,Female,25,Clothing,1,300.08,Debit Card,2022-01-14,Mall of Istanbul,300.08
I412703,C262764,Female,63,Food & Beverage,1,5.23,Debit Card,2023-02-12,Emaar Square Mall,5.23
I312854,C274331,Female,44,Food & Beverage,3,15.69,Debit Card,2021-02-16,Metrocity,47.07
I182311,C337786,Male,36,Souvenir,2,23.46,Cash,2021-06-27,Mall of Istanbul,46.92
I287934,C192824,Female,29,Toys,1,35.84,Cash,2023-01-08,Zorlu Center,35.84
I465617,C458854,Female,31,Toys,2,71.68,Cash,2022-11-24,Cevahir AVM,143.36
I230999,C335060,Female,32,Clothing,5,1500.4,Cash,2021-12-23,Kanyon,7502.0
I280866,C178465,Female,39,Food & Beverage,4,20.92,Cash,2022-06-26,Mall of Istanbul,83.68
I263462,C127777,Male,66,Shoes,2,1200.34,Credit Card,2022-01-05,Metrocity,2400.68
I247387,C283459,Female,41,Clothing,2,600.16,Cash,2021-07-28,Zorlu Center,1200.32
I420079,C206412,Male,38,Clothing,3,900.24,Credit Card,2021-01-03,Kanyon,2700.7200000000003
I250597,C358299,Female,26,Clothing,4,1200.32,Credit Card,2021-06-06,Mall of Istanbul,4801.28
I516280,C143574,Male,35,Toys,2,71.68,Cash,2022-06-15,Mall of Istanbul,143.36
I236429,C457166,Male,43,Cosmetics,5,203.3,Credit Card,2021-09-14,Viaport Outlet,1016.5
I116378,C104241,Male,50,Cosmetics,5,203.3,Credit Card,2022-03-17,Metropol AVM,1016.5
I193426,C886598,Male,63,Clothing,2,600.16,Credit Card,2021-07-25,Metrocity,1200.32
I281697,C195633,Male,22,Clothing,1,300.08,Credit Card,2021-03-31,Cevahir AVM,300.08
I204713,C276463,Male,51,Food & Beverage,4,20.92,Credit Card,2021-08-30,Mall of Istanbul,83.68
I150641,C505692,Female,35,Food & Beverage,3,15.69,Cash,2023-01-06,Mall of Istanbul,47.07
I296309,C257136,Female,67,Clothing,5,1500.4,Debit Card,2021-02-24,Istinye Park,7502.0
I292546,C177946,Female,63,Food & Beverage,3,15.69,Debit Card,2022-06-09,Mall of Istanbul,47.07
I339464,C142233,Male,57,Souvenir,3,35.19,Credit Card,2022-06-14,Mall of Istanbul,105.57
I218114,C201441,Female,28,Clothing,4,1200.32,Credit Card,2023-01-02,Mall of Istanbul,4801.28
I974463,C953199,Female,60,Toys,3,107.52,Credit Card,2022-11-28,Kanyon,322.56
I198329,C103965,Female,61,Clothing,4,1200.32,Debit Card,2021-10-19,Istinye Park,4801.28
I188699,C386840,Male,50,Cosmetics,4,162.64,Debit Card,2021-11-14,Mall of Istanbul,650.56
I206934,C151865,Female,45,Cosmetics,5,203.3,Cash,2021-05-22,Istinye Park,1016.5
I105298,C234285,Male,66,Food & Beverage,2,10.46,Cash,2022-08-29,Kanyon,20.92
I896430,C231377,Female,33,Clothing,2,600.16,Credit Card,2021-05-03,Kanyon,1200.32
I278991,C274805,Female,28,Toys,1,35.84,Cash,2021-05-27,Kanyon,35.84
I255315,C246304,Female,28,Toys,3,107.52,Cash,2022-10-30,Viaport Outlet,322.56
I226226,C444785,Female,64,Clothing,1,300.08,Credit Card,2022-06-12,Forum Istanbul,300.08
I110584,C407452,Female,60,Technology,4,4200.0,Cash,2021-08-30,Mall of Istanbul,16800.0
I283082,C316579,Female,61,Books,2,30.3,Debit Card,2022-12-09,Kanyon,60.6
I318598,C181131,Female,53,Clothing,2,600.16,Credit Card,2022-05-21,Kanyon,1200.32
I156461,C190384,Female,24,Clothing,4,1200.32,Cash,2021-11-24,Metrocity,4801.28
I113688,C139620,Male,54,Clothing,3,900.24,Cash,2021-08-11,Kanyon,2700.7200000000003
I218715,C242693,Female,54,Toys,4,143.36,Credit Card,2022-01-11,Metropol AVM,573.44
I115472,C273127,Male,41,Books,4,60.6,Cash,2022-03-03,Istinye Park,242.4
I324901,C330985,Female,31,Clothing,1,300.08,Cash,2021-06-04,Forum Istanbul,300.08
I793349,C171438,Female,24,Books,3,45.45,Cash,2022-04-03,Kanyon,136.35000000000002
I287352,C888623,Male,56,Technology,5,5250.0,Debit Card,2023-02-10,Viaport Outlet,26250.0
I111032,C511327,Female,50,Books,4,60.6,Cash,2022-09-03,Metrocity,242.4
I172244,C176594,Female,30,Cosmetics,4,162.64,Cash,2021-09-01,Kanyon,650.56
I259693,C196429,Male,50,Food & Beverage,2,10.46,Cash,2022-06-15,Istinye Park,20.92
I998126,C310378,Male,51,Cosmetics,2,81.32,Cash,2022-11-02,Metrocity,162.64
I161778,C207278,Female,20,Cosmetics,4,162.64,Cash,2021-03-28,Istinye Park,650.56
I823731,C320066,Male,68,Cosmetics,2,81.32,Credit Card,2023-02-22,Metrocity,162.64
I246979,C315339,Female,41,Souvenir,1,11.73,Cash,2021-01-02,Zorlu Center,11.73
I320240,C123066,Female,51,Cosmetics,3,121.98,Cash,2021-03-03,Kanyon,365.94
I335407,C283665,Male,23,Clothing,5,1500.4,Credit Card,2021-08-20,Mall of Istanbul,7502.0
I140716,C171471,Female,35,Cosmetics,3,121.98,Cash,2022-06-22,Zorlu Center,365.94
I188212,C700713,Female,30,Clothing,2,600.16,Cash,2022-01-10,Istinye Park,1200.32
I261980,C269903,Male,48,Clothing,2,600.16,Cash,2023-03-07,Viaport Outlet,1200.32
I329880,C223127,Male,19,Toys,1,35.84,Credit Card,2022-09-25,Metropol AVM,35.84
I232232,C955045,Female,25,Clothing,1,300.08,Cash,2023-03-08,Metrocity,300.08
I614293,C134351,Female,34,Cosmetics,5,203.3,Cash,2023-02-11,Metrocity,1016.5
I107334,C336567,Female,61,Toys,5,179.2,Cash,2021-04-08,Metropol AVM,896.0
I480609,C246944,Male,27,Souvenir,3,35.19,Cash,2022-07-05,Emaar Square Mall,105.57
I263684,C814855,Male,18,Clothing,1,300.08,Cash,2021-10-18,Kanyon,300.08
I560042,C167972,Female,45,Clothing,3,900.24,Cash,2022-01-05,Metrocity,2700.7200000000003
I144643,C194904,Female,32,Shoes,5,3000.85,Credit Card,2022-12-29,Metropol AVM,15004.25
I296023,C250011,Female,44,Food & Beverage,5,26.15,Credit Card,2021-04-07,Zorlu Center,130.75
I480306,C118418,Female,36,Shoes,1,600.17,Debit Card,2021-05-02,Zorlu Center,600.17
I158103,C276144,Female,52,Food & Beverage,5,26.15,Cash,2022-06-29,Mall of Istanbul,130.75
I278202,C339561,Female,28,Clothing,5,1500.4,Cash,2021-08-09,Metrocity,7502.0
I337756,C366899,Male,24,Books,3,45.45,Debit Card,2021-03-12,Kanyon,136.35000000000002
I181714,C300434,Male,22,Books,5,75.75,Cash,2021-01-01,Mall of Istanbul,378.75
I113715,C149292,Female,40,Clothing,5,1500.4,Cash,2021-05-12,Mall of Istanbul,7502.0
I187971,C253528,Female,61,Cosmetics,2,81.32,Cash,2022-01-01,Metropol AVM,162.64
I267492,C213632,Female,26,Cosmetics,4,162.64,Debit Card,2022-12-01,Mall of Istanbul,650.56
I325393,C745337,Female,18,Books,1,15.15,Debit Card,2021-08-17,Metropol AVM,15.15
I109163,C190932,Female,22,Cosmetics,2,81.32,Cash,2021-12-02,Metrocity,162.64
I157804,C152127,Male,68,Toys,2,71.68,Cash,2023-01-28,Forum Istanbul,143.36
I150537,C149682,Male,65,Food & Beverage,4,20.92,Credit Card,2022-03-07,Mall of Istanbul,83.68
I276972,C219011,Female,31,Books,2,30.3,Credit Card,2022-06-18,Kanyon,60.6
I215361,C933792,Male,31,Food & Beverage,2,10.46,Credit Card,2022-02-24,Zorlu Center,20.92
I266612,C319220,Male,24,Toys,4,143.36,Debit Card,2023-01-09,Metropol AVM,573.44
I223247,C241411,Female,62,Toys,1,35.84,Credit Card,2021-08-07,Cevahir AVM,35.84
I221425,C296588,Male,41,Shoes,5,3000.85,Credit Card,2022-12-19,Kanyon,15004.25
I214064,C371538,Male,40,Technology,2,2100.0,Credit Card,2021-06-25,Kanyon,4200.0
I223987,C208939,Female,36,Cosmetics,5,203.3,Credit Card,2022-01-08,Mall of Istanbul,1016.5
I235044,C880928,Female,24,Toys,1,35.84,Credit Card,2021-02-17,Metrocity,35.84
I273229,C281269,Female,54,Technology,1,1050.0,Cash,2022-02-08,Kanyon,1050.0
I338574,C306781,Female,67,Technology,2,2100.0,Cash,2023-02-11,Cevahir AVM,4200.0
I835982,C245444,Male,59,Clothing,5,1500.4,Credit Card,2022-10-01,Kanyon,7502.0
I141388,C792141,Female,51,Cosmetics,3,121.98,Cash,2022-04-17,Kanyon,365.94
I216283,C206840,Female,53,Cosmetics,2,81.32,Cash,2021-01-29,Metrocity,162.64
I126340,C253883,Male,42,Shoes,5,3000.85,Credit Card,2022-02-18,Metrocity,15004.25
I216614,C269616,Female,68,Food & Beverage,5,26.15,Cash,2022-03-16,Metropol AVM,130.75
I167042,C195828,Male,36,Clothing,5,1500.4,Credit Card,2022-07-13,Mall of Istanbul,7502.0
I832730,C314322,Female,69,Toys,1,35.84,Cash,2023-02-08,Mall of Istanbul,35.84
I814296,C124780,Female,26,Toys,2,71.68,Cash,2023-01-06,Metrocity,143.36
I147826,C672064,Female,30,Technology,2,2100.0,Cash,2022-08-27,Istinye Park,4200.0
I651305,C432617,Male,65,Cosmetics,1,40.66,Credit Card,2022-05-09,Mall of Istanbul,40.66
I242718,C152930,Female,49,Cosmetics,1,40.66,Credit Card,2021-04-01,Mall of Istanbul,40.66
I263030,C163766,Male,69,Clothing,3,900.24,Credit Card,2021-07-30,Mall of Istanbul,2700.7200000000003
I243410,C196225,Female,51,Clothing,3,900.24,Cash,2021-04-02,Metropol AVM,2700.7200000000003
I258656,C327351,Female,54,Clothing,1,300.08,Credit Card,2022-02-28,Viaport Outlet,300.08
I272600,C256339,Male,45,Clothing,5,1500.4,Debit Card,2021-03-22,Viaport Outlet,7502.0
I718139,C691915,Male,27,Cosmetics,2,81.32,Cash,2022-05-08,Cevahir AVM,162.64
I306199,C262109,Male,40,Souvenir,1,11.73,Credit Card,2021-09-04,Metrocity,11.73
I135662,C755295,Female,53,Clothing,2,600.16,Credit Card,2022-12-09,Zorlu Center,1200.32
