invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_sales
I194727,C197396,Male,61,Toys,5,179.2,Credit Card,2022-08-24,Metropol AVM,896.0
I162246,C224650,Male,54,Food & Beverage,5,26.15,Credit Card,2022-02-09,Metropol AVM,130.75
I276030,C315208,Male,53,Books,1,15.15,Credit Card,2022-08-10,Metropol AVM,15.15
I164731,C177511,Male,19,Clothing,4,1200.32,Credit Card,2022-05-20,Metropol AVM,4801.28
I260190,C124612,Male,57,Cosmetics,4,162.64,Debit Card,2021-05-12,Metropol AVM,650.56
I254081,C283224,Female,45,Cosmetics,5,203.3,Cash,2021-06-15,Metropol AVM,1016.5
I286098,C249033,Male,53,Books,1,15.15,Credit Card,2022-02-24,Metropol AVM,15.15
I791580,C139118,Female,69,Cosmetics,4,162.64,Cash,2021-02-12,Metropol AVM,650.56
I154271,C323883,Female,22,Food & Beverage,5,26.15,Cash,2022-08-03,Metropol AVM,130.75
I420743,C195868,Female,25,Food & Beverage,2,10.46,Credit Card,2021-12-05,Metropol AVM,20.92
I132963,C156500,Male,47,Clothing,2,600.16,Credit Card,2021-05-20,Metropol AVM,1200.32
I186862,C236519,Female,51,Cosmetics,4,162.64,Debit Card,2022-08-07,Metropol AVM,650.56
I529487,C141381,Male,69,Souvenir,4,46.92,Credit Card,2021-03-12,Metropol AVM,187.68
I302698,C833247,Male,48,Food & Beverage,2,10.46,Cash,2021-12-05,Metropol AVM,20.92
I288650,C260717,Male,39,Clothing,3,900.24,Cash,2021-01-19,Metropol AVM,2700.7200000000003
I174974,C113982,Female,52,Clothing,5,1500.4,Cash,2022-04-13,Metropol AVM,7502.0
I206408,C120581,Female,20,Food & Beverage,5,26.15,Credit Card,2021-10-15,Metropol AVM,130.75
I286519,C178056,Male,46,Clothing,5,1500.4,Cash,2021-05-21,Metropol AVM,7502.0
I776419,C167715,Male,61,Shoes,1,600.17,Debit Card,2022-01-21,Metropol AVM,600.17
I214262,C177524,Female,37,Clothing,2,600.16,Debit Card,2022-08-14,Metropol AVM,1200.32
I181097,C245578,Female,30,Books,4,60.6,Cash,2022-12-09,Metropol AVM,242.4
I312998,C286861,Female,52,Food & Beverage,5,26.15,Cash,2021-06-26,Metropol AVM,130.75
I116125,C280599,Female,18,Souvenir,1,11.73,Cash,2021-10-26,Metropol AVM,11.73
I131284,C112287,Female,31,Clothing,1,300.08,Debit Card,2021-09-25,Metropol AVM,300.08
I172194,C271508,Male,19,Souvenir,2,23.46,Credit Card,2021-07-12,Metropol AVM,46.92
I141983,C153003,Female,61,Clothing,5,1500.4,Credit Card,2023-02-13,Metropol AVM,7502.0
I267016,C140345,Female,18,Shoes,1,600.17,Credit Card,2022-09-16,Metropol AVM,600.17
I241162,C270413,Male,52,Shoes,3,1800.51,Debit Card,2021-12-11,Metropol AVM,5401.53
I125584,C162315,Female,49,Food & Beverage,3,15.69,Credit Card,2021-06-07,Metropol AVM,47.07
I192531,C179443,Male,62,Food & Beverage,4,20.92,Cash,2023-01-23,Metropol AVM,83.68
I304611,C939435,Female,21,Clothing,2,600.16,Cash,2021-10-17,Metropol AVM,1200.32
I330842,C274768,Male,43,Souvenir,3,35.19,Cash,2021-04-18,Metropol AVM,105.57
I202577,C201920,Female,34,Food & Beverage,4,20.92,Credit Card,2022-11-16,Metropol AVM,83.68
I456161,C114055,Female,35,Toys,5,179.2,Debit Card,2021-10-21,Metropol AVM,896.0
I269675,C962372,Female,43,Clothing,4,1200.32,Credit Card,2021-10-27,Metropol AVM,4801.28
I270908,C914565,Female,69,Cosmetics,2,81.32,Cash,2022-03-03,Metropol AVM,162.64
I986809,C815507,Male,37,Clothing,3,900.24,Cash,2021-04-16,Metropol AVM,2700.7200000000003
I202480,C255862,Female,54,Clothing,2,600.16,Cash,2021-02-08,Metropol AVM,1200.32
I148013,C381567,Female,47,Technology,1,1050.0,Credit Card,2022-01-21,Metropol AVM,1050.0
I258185,C237435,Male,27,Cosmetics,3,121.98,Cash,2022-01-31,Metropol AVM,365.94
I852719,C223080,Female,26,Food & Beverage,1,5.23,Cash,2022-05-27,Metropol AVM,5.23
I102234,C237184,Male,48,Clothing,2,600.16,Cash,2021-09-26,Metropol AVM,1200.32
I864292,C141900,Female,41,Toys,4,143.36,Cash,2021-09-13,Metropol AVM,573.44
I191658,C331496,Female,37,Books,5,75.75,Cash,2022-09-28,Metropol AVM,378.75
I316625,C281753,Female,49,Clothing,1,300.08,Credit Card,2021-01-16,Metropol AVM,300.08
I247092,C159316,Male,18,Clothing,1,300.08,Credit Card,2021-04-19,Metropol AVM,300.08
I116141,C292953,Male,19,Toys,1,35.84,Credit Card,2021-02-25,Metropol AVM,35.84
I216664,C327733,Female,56,Food & Beverage,4,20.92,Debit Card,2022-01-26,Metropol AVM,83.68
I319332,C239023,Female,45,Food & Beverage,3,15.69,Credit Card,2022-08-21,Metropol AVM,47.07
I328005,C437251,Female,59,Cosmetics,3,121.98,Cash,2021-03-25,Metropol AVM,365.94
I211858,C189736,Male,66,Souvenir,2,23.46,Credit Card,2022-10-11,Metropol AVM,46.92
I422385,C136562,Female,48,Shoes,2,1200.34,Cash,2022-12-11,Metropol AVM,2400.68
I287169,C223136,Female,64,Clothing,3,900.24,Cash,2022-09-20,Metropol AVM,2700.7200000000003
I533383,C289653,Female,35,Clothing,4,1200.32,Debit Card,2023-01-14,Metropol AVM,4801.28
I199958,C170213,Female,56,Clothing,2,600.16,Credit Card,2022-07-28,Metropol AVM,1200.32
I157505,C214572,Female,58,Clothing,5,1500.4,Debit Card,2021-08-06,Metropol AVM,7502.0
I304636,C228690,Female,34,Cosmetics,3,121.98,Debit Card,2022-06-21,Metropol AVM,365.94
I188446,C189560,Female,20,Souvenir,3,35.19,Cash,2021-08-15,Metropol AVM,105.57
I827749,C175551,Female,67,Toys,1,35.84,Cash,2021-07-08,Metropol AVM,35.84
I152809,C155118,Female,60,Food & Beverage,2,10.46,Cash,2022-08-24,Metropol AVM,20.92
I127605,C217314,Female,18,Food & Beverage,5,26.15,Credit Card,2022-04-07,Metropol AVM,130.75
I332142,C192332,Male,29,Toys,2,71.68,Credit Card,2022-11-03,Metropol AVM,143.36
I134263,C296408,Male,68,Cosmetics,1,40.66,Credit Card,2022-10-23,Metropol AVM,40.66
I233004,C256601,Male,45,Cosmetics,5,203.3,Cash,2022-08-18,Metropol AVM,1016.5
I622660,C200867,Male,53,Books,5,75.75,Cash,2022-11-19,Metropol AVM,378.75
I214958,C284950,Male,23,Clothing,5,1500.4,Cash,2022-09-06,Metropol AVM,7502.0
I307912,C303527,Female,36,Clothing,3,900.24,Cash,2021-03-29,Metropol AVM,2700.7200000000003
I287311,C188968,Female,32,Books,1,15.15,Cash,2021-08-31,Metropol AVM,15.15
I206132,C309716,Male,42,Clothing,5,1500.4,Cash,2021-10-31,Metropol AVM,7502.0
I241582,C137706,Female,39,Cosmetics,4,162.64,Credit Card,2022-07-08,Metropol AVM,650.56
I151305,C101883,Female,37,Toys,5,179.2,Cash,2022-02-07,Metropol AVM,896.0
I300577,C844247,Female,18,Food & Beverage,3,15.69,Cash,2022-07-26,Metropol AVM,47.07
I528799,C223131,Female,18,Clothing,3,900.24,Cash,2022-08-28,Metropol AVM,2700.7200000000003
I248674,C659095,Male,20,Clothing,5,1500.4,Cash,2021-08-13,Metropol AVM,7502.0
I958994,C206012,Male,18,Cosmetics,1,40.66,Debit Card,2021-09-09,Metropol AVM,40.66
I969015,C559056,Female,36,Clothing,1,300.08,Cash,2022-07-19,Metropol AVM,300.08
I111496,C167997,Female,40,Food & Beverage,4,20.92,Credit Card,2022-07-03,Metropol AVM,83.68
I286175,C366254,Female,36,Cosmetics,1,40.66,Credit Card,2022-08-25,Metropol AVM,40.66
I169880,C889118,Female,33,Shoes,1,600.17,Cash,2023-01-01,Metropol AVM,600.17
I299305,C300215,Male,47,Toys,2,71.68,Credit Card,2022-01-06,Metropol AVM,143.36
I184361,C183633,Male,24,Clothing,4,1200.32,Cash,2022-08-08,Metropol AVM,4801.28
I167336,C136875,Female,36,Toys,2,71.68,Cash,2021-08-18,Metropol AVM,143.36
I232678,C315754,Male,21,Clothing,1,300.08,Debit Card,2021-12-11,Metropol AVM,300.08
I324994,C226234,Male,23,Clothing,3,900.24,Debit Card,2022-11-12,Metropol AVM,2700.7200000000003
I321083,C818948,Female,61,Clothing,3,900.24,Cash,2023-01-04,Metropol AVM,2700.7200000000003
I183930,C440438,Male,24,Clothing,2,600.16,Credit Card,2022-01-03,Metropol AVM,1200.32
I116696,C258845,Female,46,Toys,3,107.52,Credit Card,2021-10-14,Metropol AVM,322.56
I256404,C166122,Male,37,Clothing,5,1500.4,Debit Card,2022-11-08,Metropol AVM,7502.0
I132401,C211830,Male,28,Clothing,5,1500.4,Cash,2022-11-15,Metropol AVM,7502.0
I126923,C684401,Female,40,Toys,5,179.2,Cash,2023-02-09,Metropol AVM,896.0
I225915,C196955,Female,18,Clothing,2,600.16,Cash,2021-11-17,Metropol AVM,1200.32
I175657,C206366,Male,67,Clothing,5,1500.4,Cash,2021-02-02,Metropol AVM,7502.0
I267358,C292673,Female,68,Food & Beverage,3,15.69,Cash,2022-04-21,Metropol AVM,47.07
I135110,C103164,Female,49,Cosmetics,4,162.64,Credit Card,2021-11-11,Metropol AVM,650.56
I137542,C302174,Female,21,Shoes,1,600.17,Cash,2022-03-05,Metropol AVM,600.17
I208693,C351235,Male,45,Souvenir,4,46.92,Debit Card,2021-10-07,Metropol AVM,187.68
I263426,C158647,Female,58,Clothing,4,1200.32,Credit Card,2022-09-16,Metropol AVM,4801.28
I177425,C240455,Male,67,Technology,1,1050.0,Credit Card,2021-12-07,Metropol AVM,1050.0
I231404,C146989,Female,68,Clothing,3,900.24,Cash,2021-12-03,Metropol AVM,2700.7200000000003
I275323,C177533,Female,26,Cosmetics,1,40.66,Credit Card,2021-04-08,Metropol AVM,40.66
I973888,C277252,Male,31,Clothing,5,1500.4,Credit Card,2022-08-22,Metropol AVM,7502.0
I303823,C206544,Male,54,Technology,3,3150.0,Debit Card,2021-05-21,Metropol AVM,9450.0
I982519,C993074,Male,44,Toys,5,179.2,Debit Card,2022-01-03,Metropol AVM,896.0
I603368,C204456,Male,62,Clothing,4,1200.32,Cash,2022-11-06,Metropol AVM,4801.28
I162302,C104706,Male,47,Clothing,5,1500.4,Credit Card,2021-02-13,Metropol AVM,7502.0
I635716,C245189,Female,36,Food & Beverage,5,26.15,Cash,2021-11-06,Metropol AVM,130.75
I329870,C141507,Male,66,Food & Beverage,4,20.92,Debit Card,2022-11-01,Metropol AVM,83.68
I185903,C183219,Male,63,Clothing,3,900.24,Cash,2023-02-13,Metropol AVM,2700.7200000000003
I244011,C212998,Female,28,Toys,2,71.68,Cash,2023-02-25,Metropol AVM,143.36
I207444,C258218,Female,23,Shoes,3,1800.51,Credit Card,2022-08-09,Metropol AVM,5401.53
I810881,C208005,Female,28,Shoes,5,3000.85,Credit Card,2022-01-23,Metropol AVM,15004.25
I178853,C161266,Male,25,Clothing,3,900.24,Debit Card,2021-10-19,Metropol AVM,2700.7200000000003
I175551,C962433,Male,57,Books,3,45.45,Cash,2021-10-06,Metropol AVM,136.35000000000002
I320869,C163551,Female,49,Food & Beverage,4,20.92,Cash,2022-07-22,Metropol AVM,83.68
I279340,C230675,Male,52,Clothing,3,900.24,Cash,2022-12-10,Metropol AVM,2700.7200000000003
I138006,C334580,Male,57,Clothing,2,600.16,Cash,2021-06-14,Metropol AVM,1200.32
I329621,C140816,Female,48,Cosmetics,5,203.3,Debit Card,2021-07-18,Metropol AVM,1016.5
I278609,C923894,Male,57,Food & Beverage,5,26.15,Cash,2022-05-18,Metropol AVM,130.75
I136558,C129085,Male,36,Clothing,3,900.24,Credit Card,2022-12-02,Metropol AVM,2700.7200000000003
I419366,C837690,Male,29,Food & Beverage,4,20.92,Debit Card,2022-07-03,Metropol AVM,83.68
I229824,C446961,Female,65,Clothing,1,300.08,Debit Card,2022-03-31,Metropol AVM,300.08
I262693,C659362,Female,22,Clothing,1,300.08,Cash,2021-11-23,Metropol AVM,300.08
I845817,C282585,Female,44,Shoes,2,1200.34,Cash,2022-02-15,Metropol AVM,2400.68
I119447,C294911,Male,61,Books,3,45.45,Cash,2022-09-08,Metropol AVM,136.35000000000002
I171012,C205778,Female,35,Souvenir,1,11.73,Cash,2022-10-07,Metropol AVM,11.73
I132761,C195031,Female,37,Shoes,3,1800.51,Debit Card,2021-12-30,Metropol AVM,5401.53
I172904,C235470,Female,48,Clothing,1,300.08,Debit Card,2022-02-09,Metropol AVM,300.08
I293637,C159253,Male,41,Shoes,2,1200.34,Cash,2021-04-07,Metropol AVM,2400.68
I105074,C211131,Male,68,Cosmetics,3,121.98,Cash,2021-02-19,Metropol AVM,365.94
I308136,C228681,Male,68,Clothing,4,1200.32,Debit Card,2021-07-10,Metropol AVM,4801.28
I296320,C158898,Male,69,Shoes,1,600.17,Cash,2021-11-07,Metropol AVM,600.17
I235529,C284853,Female,24,Cosmetics,4,162.64,Cash,2021-10-12,Metropol AVM,650.56
I200390,C564338,Female,47,Toys,1,35.84,Credit Card,2022-09-21,Metropol AVM,35.84
I301493,C197968,Female,61,Clothing,5,1500.4,Debit Card,2021-04-04,Metropol AVM,7502.0
I240172,C898240,Male,47,Clothing,5,1500.4,Cash,2023-01-03,Metropol AVM,7502.0
I259357,C204218,Female,67,Cosmetics,5,203.3,Cash,2021-08-01,Metropol AVM,1016.5
I244526,C335554,Male,29,Shoes,3,1800.51,Cash,2022-10-22,Metropol AVM,5401.53
I145168,C109509,Female,60,Cosmetics,2,81.32,Cash,2021-03-01,Metropol AVM,162.64
I518762,C282408,Male,46,Clothing,1,300.08,Cash,2022-07-23,Metropol AVM,300.08
I200661,C114283,Female,30,Clothing,4,1200.32,Credit Card,2022-07-30,Metropol AVM,4801.28
I224589,C947597,Male,30,Food & Beverage,1,5.23,Cash,2022-02-20,Metropol AVM,5.23
I454448,C302805,Female,51,Technology,2,2100.0,Cash,2022-06-07,Metropol AVM,4200.0
I889159,C332422,Male,40,Souvenir,5,58.65,Credit Card,2022-10-03,Metropol AVM,293.25
I173313,C236105,Female,30,Books,3,45.45,Cash,2022-06-05,Metropol AVM,136.35000000000002
I110443,C364828,Male,30,Shoes,2,1200.34,Cash,2022-12-15,Metropol AVM,2400.68
I246822,C110195,Female,34,Food & Beverage,4,20.92,Cash,2021-08-26,Metropol AVM,83.68
I287941,C178688,Male,59,Cosmetics,4,162.64,Cash,2022-12-02,Metropol AVM,650.56
I127892,C245372,Male,48,Toys,3,107.52,Debit Card,2022-07-31,Metropol AVM,322.56
I574484,C282612,Female,28,Clothing,5,1500.4,Cash,2022-12-05,Metropol AVM,7502.0
I307494,C872485,Female,63,Books,1,15.15,Cash,2021-08-19,Metropol AVM,15.15
I222575,C336237,Female,43,Clothing,1,300.08,Credit Card,2021-06-03,Metropol AVM,300.08
I603449,C734296,Female,42,Toys,2,71.68,Credit Card,2022-02-21,Metropol AVM,143.36
I184404,C995810,Male,40,Food & Beverage,2,10.46,Cash,2022-09-23,Metropol AVM,20.92
I125110,C269641,Male,62,Food & Beverage,2,10.46,Credit Card,2022-01-10,Metropol AVM,20.92
I271208,C219568,Female,40,Food & Beverage,4,20.92,Debit Card,2021-08-23,Metropol AVM,83.68
I220869,C191275,Female,23,Clothing,2,600.16,Debit Card,2021-03-14,Metropol AVM,1200.32
I532728,C165001,Male,52,Souvenir,3,35.19,Cash,2021-01-28,Metropol AVM,105.57
I322869,C282432,Female,25,Souvenir,3,35.19,Debit Card,2021-01-14,Metropol AVM,105.57
I285914,C272649,Male,41,Clothing,5,1500.4,Cash,2021-04-18,Metropol AVM,7502.0
I339499,C200579,Male,40,Shoes,4,2400.68,Debit Card,2022-10-23,Metropol AVM,9602.72
I721191,C216250,Female,35,Cosmetics,4,162.64,Cash,2022-07-03,Metropol AVM,650.56
I314446,C103185,Male,20,Technology,2,2100.0,Debit Card,2022-09-22,Metropol AVM,4200.0
I158237,C283054,Female,61,Technology,2,2100.0,Debit Card,2022-10-20,Metropol AVM,4200.0
I119020,C215821,Female,21,Cosmetics,5,203.3,Credit Card,2022-11-10,Metropol AVM,1016.5
I433049,C198249,Female,39,Clothing,2,600.16,Debit Card,2021-03-11,Metropol AVM,1200.32
I213240,C688854,Male,24,Souvenir,1,11.73,Credit Card,2021-04-23,Metropol AVM,11.73
I302924,C907955,Female,52,Food & Beverage,2,10.46,Cash,2022-05-06,Metropol AVM,20.92
I309201,C233823,Female,68,Cosmetics,5,203.3,Cash,2022-12-13,Metropol AVM,1016.5
I241880,C196635,Female,23,Clothing,2,600.16,Cash,2021-02-05,Metropol AVM,1200.32
I323057,C190645,Male,65,Food & Beverage,5,26.15,Credit Card,2021-08-15,Metropol AVM,130.75
I172066,C768441,Female,49,Clothing,4,1200.32,Cash,2022-04-24,Metropol AVM,4801.28
I253622,C104366,Male,23,Clothing,4,1200.32,Cash,2021-02-27,Metropol AVM,4801.28
I140604,C170651,Male,41,Books,4,60.6,Credit Card,2021-09-08,Metropol AVM,242.4
I113088,C330959,Female,28,Food & Beverage,5,26.15,Cash,2021-07-19,Metropol AVM,130.75
I201173,C206019,Female,31,Toys,2,71.68,Cash,2023-01-28,Metropol AVM,143.36
I265787,C294620,Female,21,Technology,1,1050.0,Cash,2021-11-28,Metropol AVM,1050.0
I213711,C736391,Male,33,Cosmetics,5,203.3,Cash,2021-09-05,Metropol AVM,1016.5
I590539,C164870,Male,24,Clothing,1,300.08,Cash,2022-01-28,Metropol AVM,300.08
I477075,C182381,Female,60,Cosmetics,5,203.3,Credit Card,2021-07-15,Metropol AVM,1016.5
I128561,C518843,Female,22,Cosmetics,4,162.64,Credit Card,2021-07-04,Metropol AVM,650.56
I332699,C503478,Male,67,Clothing,1,300.08,Credit Card,2021-05-05,Metropol AVM,300.08
I111785,C156790,Female,61,Shoes,5,3000.85,Credit Card,2022-04-26,Metropol AVM,15004.25
I160730,C121673,Male,23,Clothing,4,1200.32,Debit Card,2021-04-24,Metropol AVM,4801.28
I280355,C263582,Female,41,Clothing,3,900.24,Cash,2022-06-20,Metropol AVM,2700.7200000000003
I243397,C120889,Female,25,Cosmetics,5,203.3,Cash,2021-11-08,Metropol AVM,1016.5
I119702,C791241,Female,61,Cosmetics,3,121.98,Cash,2021-01-12,Metropol AVM,365.94
I306609,C324284,Female,64,Books,3,45.45,Credit Card,2022-08-02,Metropol AVM,136.35000000000002
I296676,C126686,Female,62,Books,2,30.3,Cash,2022-05-08,Metropol AVM,60.6
I201471,C210159,Female,36,Food & Beverage,4,20.92,Debit Card,2022-03-18,Metropol AVM,83.68
I264380,C333607,Female,51,Clothing,4,1200.32,Debit Card,2021-02-26,Metropol AVM,4801.28
I886828,C208120,Male,21,Shoes,2,1200.34,Credit Card,2021-01-09,Metropol AVM,2400.68
I729121,C201551,Female,46,Shoes,4,2400.68,Credit Card,2022-11-01,Metropol AVM,9602.72
I306720,C258493,Female,26,Shoes,2,1200.34,Cash,2021-10-10,Metropol AVM,2400.68
I111600,C125974,Female,31,Souvenir,2,23.46,Credit Card,2022-07-30,Metropol AVM,46.92
I106942,C217910,Female,20,Food & Beverage,3,15.69,Credit Card,2022-12-07,Metropol AVM,47.07
I331390,C298448,Female,33,Food & Beverage,3,15.69,Cash,2022-08-27,Metropol AVM,47.07
I742630,C826736,Female,28,Food & Beverage,3,15.69,Credit Card,2021-07-26,Metropol AVM,47.07
I299211,C295945,Female,20,Cosmetics,3,121.98,Debit Card,2022-03-08,Metropol AVM,365.94
I266341,C364194,Female,66,Clothing,5,1500.4,Credit Card,2021-06-12,Metropol AVM,7502.0
I703642,C157397,Female,38,Cosmetics,2,81.32,Debit Card,2021-09-15,Metropol AVM,162.64
I266951,C155015,Female,49,Food & Beverage,2,10.46,Cash,2022-08-13,Metropol AVM,20.92
I449956,C694209,Female,62,Cosmetics,5,203.3,Credit Card,2021-08-17,Metropol AVM,1016.5
I875007,C229046,Female,18,Clothing,1,300.08,Cash,2021-02-02,Metropol AVM,300.08
I164353,C446011,Male,23,Food & Beverage,3,15.69,Credit Card,2021-05-24,Metropol AVM,47.07
I237221,C333871,Female,22,Shoes,1,600.17,Cash,2021-02-25,Metropol AVM,600.17
I257435,C992889,Female,41,Food & Beverage,5,26.15,Debit Card,2021-11-27,Metropol AVM,130.75
I198204,C120441,Female,44,Toys,3,107.52,Debit Card,2021-10-06,Metropol AVM,322.56
I316166,C244981,Female,44,Food & Beverage,2,10.46,Credit Card,2021-05-13,Metropol AVM,20.92
I311832,C224312,Female,63,Souvenir,1,11.73,Credit Card,2023-02-02,Metropol AVM,11.73
I308582,C124474,Male,41,Souvenir,3,35.19,Credit Card,2022-01-06,Metropol AVM,105.57
I230252,C276036,Male,50,Shoes,3,1800.51,Cash,2022-04-07,Metropol AVM,5401.53
I216973,C303955,Female,53,Clothing,2,600.16,Credit Card,2021-07-16,Metropol AVM,1200.32
I310409,C353434,Female,63,Clothing,3,900.24,Cash,2021-04-25,Metropol AVM,2700.7200000000003
I315762,C283087,Female,45,Cosmetics,2,81.32,Debit Card,2022-05-28,Metropol AVM,162.64
I180591,C339985,Female,45,Food & Beverage,1,5.23,Credit Card,2021-10-04,Metropol AVM,5.23
I101352,C548721,Female,26,Cosmetics,2,81.32,Cash,2021-01-22,Metropol AVM,162.64
I252745,C585909,Female,58,Clothing,1,300.08,Cash,2021-10-23,Metropol AVM,300.08
I259640,C280042,Female,47,Clothing,4,1200.32,Credit Card,2022-05-25,Metropol AVM,4801.28
I174095,C833349,Male,36,Food & Beverage,4,20.92,Cash,2021-04-24,Metropol AVM,83.68
I302535,C300700,Male,59,Cosmetics,3,121.98,Cash,2022-10-28,Metropol AVM,365.94
I309999,C268467,Female,58,Food & Beverage,1,5.23,Cash,2021-04-03,Metropol AVM,5.23
I230753,C285188,Male,27,Cosmetics,1,40.66,Credit Card,2021-10-12,Metropol AVM,40.66
I334749,C178452,Female,45,Shoes,2,1200.34,Credit Card,2021-12-03,Metropol AVM,2400.68
I413514,C192993,Male,41,Food & Beverage,2,10.46,Cash,2022-02-23,Metropol AVM,20.92
I182075,C112484,Female,52,Clothing,4,1200.32,Cash,2021-08-25,Metropol AVM,4801.28
I323939,C103569,Female,60,Toys,4,143.36,Credit Card,2021-09-21,Metropol AVM,573.44
I184886,C136536,Female,33,Clothing,2,600.16,Cash,2022-01-29,Metropol AVM,1200.32
I336825,C320535,Female,19,Toys,4,143.36,Credit Card,2021-09-13,Metropol AVM,573.44
I249101,C158710,Female,67,Clothing,5,1500.4,Credit Card,2022-05-19,Metropol AVM,7502.0
I200179,C925852,Female,59,Cosmetics,1,40.66,Cash,2022-11-13,Metropol AVM,40.66
I419568,C147600,Male,22,Toys,2,71.68,Cash,2021-11-08,Metropol AVM,143.36
I110649,C216130,Female,30,Toys,4,143.36,Cash,2022-03-30,Metropol AVM,573.44
I180331,C319071,Female,29,Technology,5,5250.0,Cash,2021-02-07,Metropol AVM,26250.0
I296997,C295536,Male,19,Food & Beverage,2,10.46,Cash,2021-03-06,Metropol AVM,20.92
I311589,C198119,Male,56,Food & Beverage,4,20.92,Credit Card,2022-08-03,Metropol AVM,83.68
I212553,C199492,Female,19,Food & Beverage,5,26.15,Cash,2021-12-23,Metropol AVM,130.75
I334847,C268649,Female,41,Cosmetics,5,203.3,Cash,2021-05-29,Metropol AVM,1016.5
I818496,C187662,Male,59,Cosmetics,3,121.98,Credit Card,2022-09-21,Metropol AVM,365.94
I921463,C246018,Female,41,Clothing,4,1200.32,Cash,2022-12-07,Metropol AVM,4801.28
I337380,C155797,Male,49,Toys,1,35.84,Credit Card,2021-07-13,Metropol AVM,35.84
I331109,C124016,Male,24,Technology,2,2100.0,Cash,2022-01-15,Metropol AVM,4200.0
I260839,C282392,Male,43,Souvenir,1,11.73,Credit Card,2022-09-22,Metropol AVM,11.73
I100565,C833577,Male,42,Clothing,5,1500.4,Cash,2022-09-17,Metropol AVM,7502.0
I331279,C320325,Male,29,Clothing,3,900.24,Cash,2022-01-05,Metropol AVM,2700.7200000000003
I306192,C272097,Male,19,Toys,5,179.2,Cash,2021-08-09,Metropol AVM,896.0
I135713,C241721,Male,51,Cosmetics,5,203.3,Credit Card,2021-02-03,Metropol AVM,1016.5
I879414,C194940,Female,27,Clothing,3,900.24,Debit Card,2022-03-20,Metropol AVM,2700.7200000000003
I140461,C199588,Male,43,Cosmetics,5,203.3,Cash,2021-06-04,Metropol AVM,1016.5
I631991,C160171,Female,27,Shoes,2,1200.34,Credit Card,2021-11-14,Metropol AVM,2400.68
I161357,C109402,Female,34,Toys,5,179.2,Debit Card,2021-04-06,Metropol AVM,896.0
I281030,C196154,Male,23,Food & Beverage,2,10.46,Cash,2021-11-06,Metropol AVM,20.92
I123389,C104755,Male,42,Books,2,30.3,Debit Card,2022-08-24,Metropol AVM,60.6
I174523,C105344,Female,18,Cosmetics,4,162.64,Credit Card,2021-07-31,Metropol AVM,650.56
I152881,C836378,Female,21,Shoes,2,1200.34,Cash,2023-01-02,Metropol AVM,2400.68
I674977,C286724,Male,23,Toys,5,179.2,Credit Card,2022-07-02,Metropol AVM,896.0
I213258,C156716,Male,62,Toys,5,179.2,Debit Card,2021-05-23,Metropol AVM,896.0
I185487,C216953,Female,24,Souvenir,5,58.65,Debit Card,2022-09-23,Metropol AVM,293.25
I598390,C987659,Male,24,Food & Beverage,4,20.92,Credit Card,2021-05-13,Metropol AVM,83.68
I181689,C336589,Female,66,Clothing,5,1500.4,Credit Card,2022-09-27,Metropol AVM,7502.0
I287405,C451222,Male,40,Toys,2,71.68,Cash,2021-06-26,Metropol AVM,143.36
I261804,C645191,Female,52,Toys,3,107.52,Cash,2021-02-01,Metropol AVM,322.56
I454463,C433251,Male,25,Souvenir,1,11.73,Debit Card,2022-06-30,Metropol AVM,11.73
I217327,C107518,Female,48,Food & Beverage,2,10.46,Credit Card,2022-04-24,Metropol AVM,20.92
I240999,C227627,Female,21,Shoes,5,3000.85,Debit Card,2023-02-06,Metropol AVM,15004.25
I151275,C172174,Male,37,Clothing,2,600.16,Cash,2021-07-10,Metropol AVM,1200.32
I530795,C262591,Female,22,Cosmetics,5,203.3,Credit Card,2021-09-27,Metropol AVM,1016.5
I347384,C922976,Male,42,Technology,1,1050.0,Credit Card,2021-11-12,Metropol AVM,1050.0
I258121,C225085,Female,31,Cosmetics,3,121.98,Credit Card,2021-01-01,Metropol AVM,365.94
I756846,C296836,Female,30,Toys,2,71.68,Debit Card,2021-02-25,Metropol AVM,143.36
I318944,C484361,Female,36,Food & Beverage,5,26.15,Credit Card,2022-09-17,Metropol AVM,130.75
I338500,C320292,Male,55,Food & Beverage,2,10.46,Credit Card,2022-09-22,Metropol AVM,20.92
I265227,C121970,Female,57,Souvenir,1,11.73,Cash,2022-08-01,Metropol AVM,11.73
I618574,C891751,Male,47,Clothing,4,1200.32,Debit Card,2021-11-30,Metropol AVM,4801.28
I720318,C957511,Female,18,Clothing,4,1200.32,Cash,2022-03-01,Metropol AVM,4801.28
I201622,C876335,Female,33,Food & Beverage,1,5.23,Debit Card,2021-04-29,Metropol AVM,5.23
I469320,C199460,Female,42,Clothing,5,1500.4,Debit Card,2023-02-12,Metropol AVM,7502.0
I573127,C274105,Male,26,Food & Beverage,5,26.15,Credit Card,2022-03-05,Metropol AVM,130.75
I304634,C302625,Female,57,Shoes,5,3000.85,Credit Card,2021-03-08,Metropol AVM,15004.25
I994298,C240825,Male,29,Clothing,2,600.16,Credit Card,2022-08-13,Metropol AVM,1200.32
I875709,C123950,Male,52,Technology,2,2100.0,Debit Card,2022-03-18,Metropol AVM,4200.0
